"","107.02_31.5_gut","107.02_31.5_gut","144.01_18.3_gut","286.02_21.2_gut","145.01_53.9_gut","58.01_54.5_gut","58.01_54.5_gut","56.01_31.6_gut","56.01_31.6_gut","364.01_16.8_gut","364.01_16.8_gut","180.01_15.5_gut","180.01_15.5_gut","234.02_14.5_gut","219.01_18.4_gut","219.01_18.4_gut","107.02_41.9_gut","265.01_58.2_gut","175.01_23.4_gut","240.01_32.6_gut","240.01_32.6_gut","110.01_47.6_gut","303.01_37.7_gut","90.01_27.6_gut","319.01_11.9_gut","303.01_40.5_gut","265.01_28.8_gut","68.02_77.0_gut","234.02_42.6_gut","234.02_42.6_gut","313.01_46.7_gut","189.01_39.9_gut","189.01_39.9_gut","126.01_57.0_gut","48.01_25.4_gut","194.01_35.1_gut","194.01_35.1_gut","40.01_40.0_gut","286.02_29.5_gut","286.02_29.5_gut","265.01_16.4_gut","265.01_16.4_gut","68.02_53.5_gut","68.02_53.5_gut","189.01_37.2_gut","189.01_37.2_gut","180.01_13.5_gut","56.01_29.2_gut","56.01_29.2_gut","180.01_11.5_gut","180.01_11.5_gut","68.02_55.7_gut","234.01_56.7_gut","234.01_56.7_gut","43.01_25.0_gut","209.01_71.8_gut","364.01_18.0_gut","364.01_18.0_gut","303.01_38.6_gut","76.03_20.9_gut","250.01_20.3_gut","56.01_12.5_gut","56.01_12.5_gut","286.02_35.7_gut","48.01_17.6_gut","48.01_17.6_gut","205.01_66.1_gut","205.01_66.1_gut","313.01_44.8_gut","54.01_23.8_gut","54.01_23.8_gut","220.01_27.7_gut","265.01_24.9_gut","139.01_21.1_gut","40.01_23.4_gut","40.01_23.4_gut","363.01_32.7_gut","198.01_29.9_gut","198.01_29.9_gut","55.01_31.1_gut","197.01_17.4_gut","121.01_20.3_gut","121.01_20.3_gut","144.01_32.4_gut","144.01_32.4_gut","383.01_21.7_gut","383.01_21.7_gut","265.01_66.3_gut","76.01_28.2_gut","76.01_28.2_gut","171.01_26.4_gut","309.01_31.1_gut","303.01_23.7_gut","234.01_17.0_gut","234.01_17.0_gut","341.01_43.5_gut","286.02_19.9_gut","286.02_19.9_gut","234.01_31.7_gut","144.02_22.2_gut","121.01_55.9_gut","107.02_33.1_gut","107.02_33.1_gut","295.01_53.7_gut","295.01_53.7_gut","171.01_24.6_gut","363.01_42.2_gut","175.01_35.8_gut","40.01_44.0_gut","40.01_44.0_gut","361.01_12.4_gut","340.01_18.9_gut","234.01_29.8_gut","234.01_29.8_gut","303.01_36.1_gut","180.01_25.7_gut","234.01_8.7_gut","234.01_8.7_gut","107.02_46.4_gut","265.01_20.7_gut","265.01_20.7_gut","338.01_29.0_gut","139.01_19.2_gut","122.01_49.6_gut","88.01_32.6_gut","364.01_12.6_gut","278.01_7.0_gut","278.01_7.0_gut","107.02_28.2_gut","107.02_28.2_gut","121.01_49.3_gut","121.01_49.3_gut","171.01_12.7_gut","144.02_16.2_gut","144.02_16.2_gut","234.01_64.3_gut","234.01_64.3_gut","205.01_36.1_gut","286.02_17.0_gut","286.02_17.0_gut","107.02_32.0_gut","107.02_32.0_gut","237.01_15.4_gut","197.01_31.6_gut","286.02_25.8_gut","286.02_25.8_gut","265.01_60.1_gut","265.01_60.1_gut","56.01_33.2_gut","56.01_33.2_gut","338.01_8.8_gut","338.01_8.8_gut","167.01_18.9_gut","167.01_18.9_gut","189.01_41.6_gut","189.01_41.6_gut","97.01_34.6_gut","189.01_29.9_gut","361.01_18.0_gut","361.01_18.0_gut","37.02_27.6_gut","37.02_27.6_gut","180.01_9.7_gut","68.02_56.5_gut","363.01_20.6_gut","363.01_20.6_gut","189.01_30.0_gut","189.01_30.0_gut","76.01_21.5_gut","110.01_51.6_gut","303.01_47.5_gut","319.01_13.6_gut","151.01_20.9_gut","40.01_21.2_gut","319.01_27.9_gut","54.01_16.4_gut","205.01_39.7_gut","180.01_21.7_gut","180.01_21.7_gut","302.01_16.7_gut","309.01_28.9_gut","171.01_16.7_gut","171.01_16.7_gut","40.01_48.8_gut","40.01_48.8_gut","198.01_38.0_gut","364.01_20.3_gut","76.01_19.1_gut","76.01_19.1_gut","48.01_29.4_gut","48.01_29.4_gut","234.01_14.7_gut","319.01_23.7_gut","319.01_23.7_gut","145.01_20.9_gut","145.01_20.9_gut","244.01_10.5_gut","244.01_10.5_gut","234.02_59.9_gut","171.01_20.7_gut","89.01_59.5_gut","89.01_59.5_gut","98.01_42.5_gut","98.01_42.5_gut","107.02_24.2_gut","107.02_24.2_gut","76.03_25.3_gut","286.02_18.1_gut","110.01_49.5_gut","110.01_49.5_gut","171.01_19.0_gut","171.01_19.0_gut","220.01_84.8_gut","383.01_27.0_gut","181.01_14.2_gut","181.01_14.2_gut","303.01_18.2_gut","234.01_25.9_gut","370.01_48.9_gut","370.01_48.9_gut","361.01_16.3_gut","121.01_52.8_gut","121.01_52.8_gut","240.01_12.7_gut","240.01_12.7_gut","122.01_39.5_gut","120.01_24.1_gut","250.01_18.3_gut","250.01_18.3_gut","107.02_56.2_gut","43.01_58.5_gut","286.02_43.6_gut","234.01_66.3_gut","319.01_15.1_gut","319.01_15.1_gut","355.01_32.8_gut","355.01_32.8_gut","151.01_26.2_gut","151.01_26.2_gut","190.01_8.3_gut","180.01_29.3_gut","167.01_22.8_gut","167.01_22.8_gut","321.01_9.8_gut","265.01_26.7_gut","56.01_37.3_gut","56.01_37.3_gut","345.02_45.3_gut","68.02_9.7_gut","68.02_9.7_gut","195.01_15.5_gut","88.01_43.8_gut","151.01_42.8_gut","355.01_38.5_gut","145.01_34.9_gut","195.01_50.4_gut","139.01_17.3_gut","90.01_20.2_gut","364.01_14.9_gut","286.02_35.8_gut","171.01_28.4_gut","312.01_31.7_gut","37.02_32.5_gut","107.02_34.5_gut","107.01_31.5_gut","180.01_52.4_gut","240.01_15.5_gut","110.01_53.6_gut","110.01_53.6_gut","234.02_34.8_gut","144.02_20.2_gut","144.02_20.2_gut","107.02_37.0_gut","54.01_49.5_gut","240.01_11.7_gut","180.01_23.7_gut","180.01_23.7_gut","278.01_9.0_gut","278.01_9.0_gut","363.01_38.8_gut","98.01_40.8_gut","98.01_40.8_gut","40.01_43.3_gut","121.01_14.6_gut","234.01_50.8_gut","198.01_77.4_gut","302.01_13.2_gut","122.01_42.6_gut","122.01_42.6_gut","205.01_39.0_gut","205.01_39.0_gut","55.01_11.3_gut","55.01_11.3_gut","111.01_35.3_gut","250.01_22.5_gut","338.01_29.6_gut","144.01_16.2_gut","56.01_14.5_gut","250.01_14.7_gut","363.01_14.6_gut","370.01_49.9_gut","175.01_79.6_gut","195.01_13.0_gut","76.01_29.6_gut","370.01_62.3_gut","190.01_10.0_gut","361.01_10.1_gut","98.01_71.3_gut","341.01_39.1_gut","181.01_52.4_gut","181.01_52.4_gut","110.01_45.3_gut","161.01_20.5_gut","34.01_30.5_gut","265.01_69.0_gut","265.01_69.0_gut","144.01_34.4_gut","265.01_74.2_gut","265.01_74.2_gut","68.02_39.5_gut","343.01_42.8_gut","151.01_55.9_gut","355.01_30.0_gut","122.01_22.6_gut","122.01_22.6_gut","197.01_9.6_gut","197.01_9.6_gut","181.01_24.5_gut","181.01_24.5_gut","195.01_54.2_gut","195.01_54.2_gut","76.01_33.1_gut","145.01_54.9_gut","303.01_29.4_gut","159.01_39.4_gut","321.01_18.8_gut","56.01_16.3_gut","68.02_54.0_gut","68.02_54.0_gut","180.01_58.6_gut","340.01_10.8_gut","107.02_38.8_gut","144.01_12.4_gut","144.02_18.3_gut","240.01_10.7_gut","219.01_23.0_gut","237.01_38.6_gut","197.01_27.5_gut","338.01_31.7_gut","48.01_23.3_gut","48.01_23.3_gut","107.02_57.9_gut","175.01_34.7_gut","234.01_12.3_gut","303.01_32.3_gut","286.02_57.8_gut","286.02_57.8_gut","110.01_43.6_gut","110.01_43.6_gut","198.01_29.0_gut","55.01_12.9_gut","55.01_12.9_gut","68.02_36.9_gut","107.02_64.5_gut","107.02_64.5_gut","234.02_62.2_gut","181.01_60.7_gut","341.01_15.6_gut","56.01_18.2_gut","278.01_11.2_gut","121.01_57.5_gut","121.01_57.5_gut","195.01_52.2_gut","139.01_32.0_gut","107.02_38.3_gut","370.01_60.9_gut","175.01_37.0_gut","110.01_13.2_gut","161.01_17.7_gut","161.01_17.7_gut","122.01_25.5_gut","184.01_41.6_gut","159.01_46.5_gut","341.01_21.8_gut","121.01_18.6_gut","341.01_41.2_gut","271.01_27.9_gut","181.01_50.6_gut","181.01_50.6_gut","363.01_10.9_gut","175.01_82.2_gut","37.02_39.6_gut","294.01_22.9_gut","40.01_40.0_gut","237.01_38.6_gut","240.01_10.7_gut","68.02_54.0_gut","321.01_18.8_gut","195.01_54.2_gut","181.01_24.5_gut","122.01_22.6_gut","355.01_30.0_gut","343.01_42.8_gut","265.01_69.0_gut","110.01_45.3_gut","341.01_39.1_gut","190.01_10.0_gut","195.01_13.0_gut","250.01_14.7_gut","144.01_16.2_gut","250.01_22.5_gut","37.02_39.6_gut","181.01_50.6_gut","341.01_41.2_gut","161.01_17.7_gut","195.01_52.2_gut","56.01_18.2_gut","107.02_38.8_gut","68.02_54.0_gut","56.01_16.3_gut","76.01_33.1_gut","195.01_54.2_gut","197.01_9.6_gut","151.01_55.9_gut","265.01_74.2_gut","34.01_30.5_gut","181.01_52.4_gut","98.01_71.3_gut","370.01_62.3_gut","363.01_14.6_gut","55.01_11.3_gut","205.01_39.0_gut","205.01_39.0_gut","122.01_42.6_gut","198.01_77.4_gut","180.01_23.7_gut","98.01_40.8_gut","278.01_9.0_gut","180.01_23.7_gut","107.02_37.0_gut","144.02_20.2_gut","107.01_31.5_gut","107.02_34.5_gut","312.01_31.7_gut","139.01_17.3_gut","355.01_38.5_gut","151.01_42.8_gut","56.01_37.3_gut","319.01_15.1_gut","234.01_66.3_gut","68.02_9.7_gut","345.02_45.3_gut","180.01_29.3_gut","107.02_56.2_gut","370.01_48.9_gut","220.01_84.8_gut","171.01_19.0_gut","286.02_18.1_gut","98.01_42.5_gut","98.01_42.5_gut","145.01_20.9_gut","319.01_23.7_gut","76.01_19.1_gut","364.01_20.3_gut","302.01_16.7_gut","180.01_21.7_gut","54.01_16.4_gut","319.01_13.6_gut","76.01_21.5_gut","189.01_30.0_gut","37.02_27.6_gut","361.01_18.0_gut","97.01_34.6_gut","189.01_41.6_gut","338.01_8.8_gut","265.01_60.1_gut","286.02_25.8_gut","286.02_25.8_gut","197.01_31.6_gut","107.02_32.0_gut","286.02_17.0_gut","383.01_21.7_gut","121.01_18.6_gut","68.02_36.9_gut","121.01_52.8_gut","120.01_24.1_gut","240.01_12.7_gut","240.01_12.7_gut","121.01_52.8_gut","361.01_16.3_gut","370.01_48.9_gut","194.01_35.1_gut","205.01_66.1_gut","363.01_10.9_gut","341.01_21.8_gut","338.01_31.7_gut","364.01_18.0_gut","234.01_56.7_gut","303.01_40.5_gut","110.01_13.2_gut","341.01_15.6_gut","110.01_47.6_gut","107.02_41.9_gut","181.01_24.5_gut","181.01_50.6_gut","139.01_32.0_gut","55.01_12.9_gut","110.01_43.6_gut","175.01_34.7_gut","265.01_69.0_gut","370.01_49.9_gut","161.01_20.5_gut","55.01_11.3_gut","180.01_52.4_gut","110.01_53.6_gut","171.01_28.4_gut","90.01_20.2_gut","56.01_37.3_gut","321.01_9.8_gut","355.01_32.8_gut","43.01_58.5_gut","383.01_27.0_gut","110.01_49.5_gut","107.02_24.2_gut","303.01_18.2_gut","89.01_59.5_gut","234.01_14.7_gut","76.01_19.1_gut","40.01_48.8_gut","309.01_28.9_gut","205.01_39.7_gut","37.02_27.6_gut","189.01_29.9_gut","56.01_33.2_gut","167.01_18.9_gut","286.02_17.0_gut","144.02_16.2_gut","121.01_49.3_gut","107.02_46.4_gut","294.01_22.9_gut","271.01_27.9_gut","184.01_41.6_gut","107.02_38.3_gut","121.01_57.5_gut","180.01_25.7_gut","175.01_35.8_gut","295.01_53.7_gut","234.01_17.0_gut","265.01_66.3_gut","198.01_29.9_gut","40.01_23.4_gut","181.01_60.7_gut","107.02_64.5_gut","55.01_12.9_gut","198.01_29.0_gut","286.02_57.8_gut","303.01_32.3_gut","48.01_23.3_gut","197.01_27.5_gut","219.01_23.0_gut","180.01_58.6_gut","286.02_35.7_gut","250.01_20.3_gut","364.01_18.0_gut","68.02_55.7_gut","303.01_29.4_gut","144.01_34.4_gut","181.01_52.4_gut","175.01_79.6_gut","338.01_29.6_gut","122.01_42.6_gut","121.01_14.6_gut","363.01_38.8_gut","240.01_11.7_gut","144.02_20.2_gut","110.01_53.6_gut","37.02_32.5_gut","265.01_16.4_gut","265.01_28.8_gut","90.01_27.6_gut","180.01_15.5_gut","56.01_31.6_gut","145.01_34.9_gut","88.01_43.8_gut","68.02_9.7_gut","167.01_22.8_gut","190.01_8.3_gut","319.01_15.1_gut","286.02_43.6_gut","234.01_25.9_gut","122.01_39.5_gut","181.01_14.2_gut","171.01_19.0_gut","76.03_25.3_gut","171.01_20.7_gut","244.01_10.5_gut","319.01_23.7_gut","48.01_29.4_gut","171.01_16.7_gut","303.01_47.5_gut","198.01_38.0_gut","319.01_27.9_gut","363.01_20.6_gut","180.01_9.7_gut","189.01_41.6_gut","167.01_18.9_gut","265.01_60.1_gut","237.01_15.4_gut","234.01_64.3_gut","139.01_19.2_gut","265.01_20.7_gut","303.01_36.1_gut","40.01_44.0_gut","107.02_33.1_gut","234.01_17.0_gut","286.02_19.9_gut","76.01_28.2_gut","144.01_32.4_gut","197.01_17.4_gut","363.01_32.7_gut","265.01_24.9_gut","313.01_44.8_gut","48.01_17.6_gut","48.01_23.3_gut","144.01_12.4_gut","76.03_20.9_gut","43.01_25.0_gut","56.01_29.2_gut","189.01_37.2_gut","265.01_16.4_gut","194.01_35.1_gut","122.01_22.6_gut","265.01_74.2_gut","361.01_10.1_gut","76.01_29.6_gut","56.01_14.5_gut","234.01_50.8_gut","98.01_40.8_gut","144.02_18.3_gut","88.01_32.6_gut","195.01_50.4_gut","161.01_17.7_gut","370.01_60.9_gut","286.02_57.8_gut","302.01_13.2_gut","278.01_7.0_gut","278.01_11.2_gut","234.02_62.2_gut","54.01_49.5_gut","364.01_14.9_gut","110.01_43.6_gut","234.01_12.3_gut","107.02_57.9_gut","340.01_10.8_gut","159.01_39.4_gut","145.01_54.9_gut","197.01_9.6_gut","68.02_39.5_gut","111.01_35.3_gut","278.01_9.0_gut","234.02_34.8_gut","240.01_15.5_gut","286.02_35.8_gut","195.01_15.5_gut","265.01_26.7_gut","145.01_20.9_gut","171.01_16.7_gut","180.01_21.7_gut","151.01_20.9_gut","110.01_51.6_gut","189.01_30.0_gut","361.01_18.0_gut","338.01_8.8_gut","205.01_36.1_gut","171.01_12.7_gut","121.01_49.3_gut","107.02_28.2_gut","278.01_7.0_gut","364.01_12.6_gut","107.02_33.1_gut","341.01_43.5_gut","309.01_31.1_gut","144.01_32.4_gut","198.01_29.9_gut","139.01_21.1_gut","54.01_23.8_gut","205.01_66.1_gut","319.01_11.9_gut","240.01_32.6_gut","234.01_8.7_gut","175.01_23.4_gut","219.01_18.4_gut","180.01_15.5_gut","364.01_16.8_gut","107.02_32.0_gut","340.01_18.9_gut","121.01_55.9_gut","107.02_64.5_gut","40.01_43.3_gut","151.01_26.2_gut","110.01_49.5_gut","68.02_56.5_gut","175.01_82.2_gut","159.01_46.5_gut","122.01_25.5_gut","175.01_37.0_gut","121.01_57.5_gut","167.01_22.8_gut","151.01_26.2_gut","355.01_32.8_gut","250.01_18.3_gut","250.01_18.3_gut","181.01_14.2_gut","107.02_24.2_gut","89.01_59.5_gut","234.02_59.9_gut","244.01_10.5_gut","48.01_29.4_gut","40.01_48.8_gut","40.01_21.2_gut","363.01_20.6_gut","56.01_33.2_gut","234.01_64.3_gut","144.02_16.2_gut","107.02_28.2_gut","122.01_49.6_gut","338.01_29.0_gut","265.01_20.7_gut","234.01_8.7_gut","234.01_29.8_gut","234.01_29.8_gut","361.01_12.4_gut","40.01_44.0_gut","363.01_42.2_gut","171.01_24.6_gut","295.01_53.7_gut","144.02_22.2_gut","234.01_31.7_gut","286.02_19.9_gut","171.01_26.4_gut","76.01_28.2_gut","121.01_20.3_gut","55.01_31.1_gut","234.02_42.6_gut","145.01_53.9_gut","303.01_23.7_gut","383.01_21.7_gut","121.01_20.3_gut","40.01_23.4_gut","220.01_27.7_gut","54.01_23.8_gut","48.01_17.6_gut","56.01_12.5_gut","56.01_12.5_gut","303.01_38.6_gut","209.01_71.8_gut","234.01_56.7_gut","180.01_11.5_gut","180.01_11.5_gut","56.01_29.2_gut","180.01_13.5_gut","189.01_37.2_gut","68.02_53.5_gut","68.02_53.5_gut","286.02_29.5_gut","286.02_29.5_gut","48.01_25.4_gut","126.01_57.0_gut","189.01_39.9_gut","189.01_39.9_gut","313.01_46.7_gut","234.02_42.6_gut","68.02_77.0_gut","240.01_32.6_gut","265.01_58.2_gut","219.01_18.4_gut","234.02_14.5_gut","364.01_16.8_gut","56.01_31.6_gut","58.01_54.5_gut","58.01_54.5_gut","286.02_21.2_gut","144.01_18.3_gut","107.02_31.5_gut","107.02_31.5_gut","303.01_37.7_gut"
"Bacteria_Acidobacteria_Holophagae_Bacteria;;Acidobacteria;Holophagae;NA;NA;NA_120758",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Actinobacteria_Acidimicrobiia_Bacteria;;Actinobacteria;Acidimicrobiia;NA;NA;NA_127050",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Actinobacteria_Acidimicrobiia_Bacteria;;Actinobacteria;Acidimicrobiia;NA;NA;NA;NA_127050",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
