"","E018421_663_gut","P019854_730_gut","E020781_502_gut","E016148_667_gut","E012393_661_gut","E015991_1052_gut","E016444_1075_gut","T023909_203_gut","P003558_213_gut","T006288_676_gut","P005558_794_gut","P014839_879_gut","P010322_308_gut","T019031_438_gut","E019187_489_gut","T029687_1110_gut","P009746_299_gut","T022883_402_gut","P000648_676_gut","P019475_400_gut","T028029_391_gut","E020682_206_gut","P010096_858_gut","P015163_598_gut","T019853_499_gut","E014953_569_gut","P020861_510_gut","P014713_372_gut","P001307_367_gut","E020781_589_gut","E019793_523_gut","T012983_664_gut","E007980_682_gut","T019850_482_gut","P017255_202_gut","P014839_693_gut","P009219_373_gut","E033156_259_gut","P022130_229_gut","P003173_528_gut","E022960_124_gut","E012115_122_gut","P005135_308_gut","E020808_479_gut","T028183_1101_gut","P016803_275_gut","P008543_450_gut","P018832_473_gut","E034885_396_gut","T011676_592_gut","E017715_396_gut","E023705_396_gut","T012138_501_gut","P019980_706_gut","P020604_971_gut","P016497_541_gut","P011108_531_gut","P009219_439_gut","P009291_139_gut","P020604_341_gut","E020808_382_gut","E032745_427_gut","T005507_801_gut","E007743_583_gut","E011183_496_gut","P007649_334_gut","P017671_396_gut","P015091_248_gut","P026562_245_gut","E032745_213_gut","P000648_735_gut","T022883_485_gut","P020861_423_gut","T014827_852_gut","E019160_852_gut","P022130_302_gut","E007303_588_gut","P013701_535_gut","E015991_890_gut","P010096_732_gut","T020231_210_gut","T023909_311_gut","P000648_493_gut","T029687_712_gut","P015091_638_gut","E009667_682_gut","P016803_349_gut","P015091_561_gut","P015163_513_gut","E025921_493_gut","E023681_409_gut","P013823_417_gut","E020808_844_gut","T010532_657_gut","E033156_1105_gut","P026562_340_gut","T025415_393_gut","P016803_499_gut","P001363_404_gut","P017671_217_gut","P018832_533_gut","E020781_402_gut","T019850_312_gut","E019160_392_gut","T026211_664_gut","P013823_264_gut","E023535_821_gut","P017671_427_gut","P004113_276_gut","P014713_192_gut","E015991_573_gut","P020604_284_gut","P021343_405_gut","P013701_207_gut","T017394_479_gut","T010532_227_gut","E012115_217_gut","P022384_757_gut","E022083_507_gut","T019031_224_gut","P000756_408_gut","P003558_273_gut","P007649_455_gut","E029796_667_gut","P016574_385_gut","P013823_532_gut","E022960_310_gut","P008579_262_gut","T005507_1083_gut","E020682_113_gut","E031941_712_gut","T002534_853_gut","P017255_345_gut","P014839_775_gut","E032745_1101_gut","P023918_341_gut","E012678_314_gut","P008119_366_gut","T009909_1108_gut","P022384_549_gut","P015091_381_gut","E016870_431_gut","E025671_840_gut","T014801_494_gut","P009291_299_gut","P003435_218_gut","E025912_547_gut","E034324_295_gut","E009020_579_gut","E023535_410_gut","P014839_519_gut","E019187_401_gut","E029310_384_gut","P004113_625_gut","P006035_488_gut","T003950_598_gut","T028183_866_gut","P004946_334_gut","P016803_647_gut","P003558_341_gut","E016870_829_gut","T019021_406_gut","E017049_665_gut","P001307_434_gut","P000756_143_gut","P013823_179_gut","P022130_475_gut","E022960_209_gut","E030933_668_gut","E018421_845_gut","T016811_390_gut","E007303_506_gut","E033036_475_gut","T019031_495_gut","T010532_621_gut","P021772_519_gut","E015991_669_gut","E012124_297_gut","E017049_580_gut","P006035_371_gut","P019980_515_gut","T021076_500_gut","P014839_206_gut","P014605_448_gut","E020781_856_gut","P017255_299_gut","T019853_217_gut","T003353_403_gut","T029687_501_gut","T022883_292_gut","T005999_588_gut","E019160_584_gut","P005558_502_gut","P003435_343_gut","E019793_670_gut","E025921_406_gut","P019854_554_gut","P001307_692_gut","E033036_318_gut","P023918_289_gut","E019160_482_gut","T020231_683_gut","E025912_518_gut","E013394_295_gut","P020604_696_gut","T021076_678_gut","P020604_499_gut","P004230_400_gut","T003950_656_gut","E009676_691_gut","E015208_1087_gut","P022384_517_gut","P013823_196_gut","E012678_130_gut","P017671_517_gut","P000648_154_gut","P004113_348_gut","T023909_484_gut","P013960_428_gut","E018574_588_gut","E029796_396_gut","P013454_265_gut","T025415_243_gut","E012124_86_gut","E018421_482_gut","E012971_1096_gut","P005558_92_gut","P001363_184_gut","P022130_393_gut","T014806_459_gut","E022960_488_gut","E030933_424_gut","P014839_286_gut","T026211_299_gut","T013828_405_gut","P013701_447_gut","P015656_144_gut","T011676_680_gut","P026562_400_gut","P005342_384_gut","P015163_419_gut","E018574_680_gut","P018832_169_gut","E012124_858_gut","P008579_158_gut","T016834_475_gut","E022960_848_gut","E017715_883_gut","E011459_670_gut","T012312_680_gut","E012678_536_gut","P007857_303_gut","P015091_278_gut","P005279_358_gut","T014827_407_gut","E017049_846_gut","P004230_498_gut","E016444_400_gut","P015163_723_gut","T000094_862_gut","T024121_410_gut","P022384_394_gut","P005279_1101_gut","T017394_427_gut","E012124_204_gut","E018574_1076_gut","P018832_748_gut","T006266_501_gut","T003353_499_gut","T016811_483_gut","T008246_500_gut","E026343_487_gut","T017419_406_gut","E007743_668_gut","E017049_1077_gut","P005558_158_gut","E024240_589_gut","P006035_214_gut","P009746_103_gut","E007743_1098_gut","E022083_654_gut","T012977_500_gut","P009291_1015_gut","E022960_43_gut","E019187_575_gut","P016574_498_gut","P010096_489_gut","P000756_241_gut","P010096_518_gut","E022960_1101_gut","P014713_235_gut","P021343_434_gut","E025912_670_gut","P006862_703_gut","E029310_673_gut","P009291_359_gut","P022384_427_gut","P022384_489_gut","P014605_242_gut","P000648_547_gut","T004341_1102_gut","E019187_1096_gut","P008633_211_gut","E004934_855_gut","E023705_136_gut","E013394_103_gut","P004113_586_gut","E033156_320_gut","P016574_637_gut","P015163_542_gut","P005135_131_gut","P014839_811_gut","E017049_481_gut","E030828_212_gut","P018832_358_gut","T012121_577_gut","P014839_122_gut","E012124_386_gut","E009667_888_gut","P004946_296_gut","P018832_686_gut","P015163_205_gut","P008119_432_gut","E007303_858_gut","E024240_667_gut","T016812_489_gut","E011459_556_gut","P015163_328_gut","P022130_260_gut","E018421_571_gut","P007857_208_gut","P022222_276_gut","E019187_668_gut","E034324_477_gut","P008723_583_gut","E022083_1094_gut","P022384_702_gut","E022083_613_gut","P006862_539_gut","T012374_410_gut","P020604_534_gut","T028029_320_gut","P005558_743_gut","T013431_550_gut","E007303_649_gut","E016681_660_gut","P016803_843_gut","E012393_569_gut","P008633_182_gut","E012124_1084_gut","T019852_1099_gut","P010936_434_gut","P013823_347_gut","P010936_443_gut","P013823_224_gut","E012115_361_gut","P008579_349_gut","P022222_217_gut","T028183_593_gut","T005999_663_gut","E011183_404_gut","E031941_398_gut","P010313_184_gut","T016812_675_gut","P018832_506_gut","T013832_666_gut","T011454_500_gut","P009291_1087_gut","T012389_682_gut","T016548_569_gut","P000756_199_gut","P009291_494_gut","P004113_91_gut","E005804_609_gut","E032745_680_gut","E012124_665_gut","T023390_310_gut","E025671_474_gut","P014839_405_gut","T020231_591_gut","P010096_304_gut","E011183_191_gut","E016148_838_gut","P017743_173_gut","P010096_1007_gut","P010096_675_gut","P020631_857_gut","E011183_96_gut","P017743_312_gut","E017049_390_gut","E017715_578_gut","P020604_809_gut","P015163_175_gut","E033036_690_gut","P000756_348_gut","E013394_883_gut","P021772_730_gut","E033036_576_gut","P017671_580_gut","P000756_381_gut","T014801_678_gut","E012115_673_gut","E004781_685_gut","T009280_684_gut","P008579_523_gut","E002338_1089_gut","T019850_865_gut","P026562_552_gut","P018832_416_gut","E034885_206_gut","E012678_481_gut","T014575_516_gut","T012138_408_gut","T014800_406_gut","E019349_496_gut","E018574_403_gut","P009746_467_gut","E009676_303_gut","P008633_242_gut","E012115_321_gut","E016148_577_gut","P026562_186_gut","P022222_339_gut","T008025_675_gut","T014806_489_gut","E030828_851_gut","E023535_475_gut","T022883_229_gut","E018574_487_gut","T026211_494_gut","P009880_162_gut","T019852_205_gut","P005135_430_gut","T012389_496_gut","P022222_683_gut","P008543_481_gut","E002473_1109_gut","E002338_58_gut","P022384_610_gut","P011108_342_gut","T012374_683_gut","E009667_565_gut","T011676_497_gut","E011183_676_gut","T020231_481_gut","E008437_669_gut","E002473_848_gut","E008357_485_gut","T000094_407_gut","P008579_366_gut","T003950_109_gut","T006266_892_gut","P008543_276_gut","P003173_417_gut","E023705_212_gut","P007649_518_gut","T019031_62_gut","T003950_1099_gut","E008241_125_gut","T004341_321_gut","E018421_1093_gut","P000648_316_gut","E007303_105_gut","P004847_254_gut","E004071_549_gut","P005279_566_gut","E023535_578_gut","E002338_122_gut","E015378_221_gut","P020799_433_gut","P000648_372_gut","T005643_49_gut","E002473_213_gut","P019475_652_gut","T019850_1102_gut","T014806_713_gut","E016681_399_gut","P011108_506_gut","E004934_492_gut","P010936_514_gut","E018574_118_gut","T009717_488_gut","P013701_253_gut","E016870_226_gut","P008119_232_gut","E004781_492_gut","T016811_122_gut","P003825_367_gut","T010520_212_gut","E008437_209_gut","E029796_114_gut","T003355_150_gut","T007748_226_gut","T004341_211_gut","E025912_42_gut","E002338_304_gut","E007743_518_gut","E018421_115_gut","P009291_784_gut","P020604_629_gut","P011108_401_gut","P020631_902_gut","E008643_213_gut","E019187_121_gut","E007303_197_gut","E022083_216_gut","P005558_368_gut","T018343_673_gut","P005279_423_gut","P021772_550_gut","E007303_291_gut","E002681_215_gut","T000094_578_gut","P007649_699_gut","E030828_45_gut","P010322_329_gut","T009909_306_gut","E023839_46_gut","P009880_287_gut","T012312_120_gut","P008939_285_gut","T002534_118_gut","E002825_312_gut","T014197_436_gut","P007649_610_gut","P007550_344_gut","T000094_485_gut","T005507_326_gut","P017671_337_gut","T019021_44_gut","P010936_833_gut","E013394_66_gut","E008643_314_gut","T008247_42_gut","T007750_134_gut","E017049_117_gut","T006288_177_gut","T003353_590_gut","E023681_580_gut","T000461_682_gut","T000461_136_gut","E033156_51_gut","P021772_699_gut","P016497_572_gut","E007303_1106_gut","P010096_457_gut","T002534_399_gut","E007743_395_gut","T003745_500_gut","E020808_689_gut","T009280_306_gut","T007748_44_gut","T008246_44_gut","T019021_582_gut","P008543_319_gut","E025671_119_gut","T012121_1106_gut","E002338_852_gut","E009020_304_gut","E022960_401_gut","E017049_55_gut","E015208_226_gut","T007748_309_gut","T017394_661_gut","P014839_481_gut","T019853_1095_gut","E004781_51_gut","E002681_498_gut","E016148_220_gut","E019349_55_gut","T019852_44_gut","T017419_589_gut","E009676_559_gut","P007649_791_gut","T018343_121_gut","E004080_198_gut","E004781_121_gut","P008579_550_gut","P009880_433_gut","E008241_358_gut","T019031_591_gut","P017743_367_gut","P015163_660_gut","E023839_502_gut","T006266_685_gut","E004781_583_gut","T005999_108_gut","P021772_458_gut","E002473_42_gut","P004230_725_gut","E017715_216_gut","P013960_259_gut","T012138_863_gut","E025912_122_gut","T024121_316_gut","E004080_159_gut","T012983_39_gut","P004230_367_gut","P005558_1111_gut","E019793_43_gut","T008025_228_gut","E025830_136_gut","P019854_608_gut","E004781_208_gut","T006266_122_gut","P016497_503_gut","E005804_291_gut","E002338_493_gut","T006288_319_gut","T000094_314_gut","T009275_33_gut","P018832_597_gut","T012312_861_gut","T014197_686_gut","E023535_52_gut","T009909_215_gut","T019852_305_gut","E002338_399_gut","E024646_293_gut","E030828_396_gut","E004781_371_gut","P010936_534_gut","P010936_369_gut","P010936_477_gut","T014575_201_gut","P003435_195_gut","T022883_111_gut","E014953_659_gut","P004113_697_gut","T005643_534_gut","T021613_40_gut","E015378_123_gut","E022083_119_gut","T013832_44_gut","E029310_66_gut","T017419_60_gut","T003355_456_gut","E023535_132_gut","T026211_1094_gut","P013823_584_gut","T023390_41_gut","T025415_674_gut","T008247_120_gut","P019475_460_gut","P003173_702_gut","E009667_213_gut","P003173_676_gut","T010520_584_gut","E034885_855_gut","T012389_130_gut","E018574_78_gut","P010322_365_gut","P005279_988_gut","T021613_678_gut","E006871_52_gut","T000094_216_gut","E030828_669_gut","E019349_206_gut","E003393_288_gut","E017715_498_gut","E017049_208_gut","P005558_551_gut","T002534_204_gut","T012389_593_gut","P019222_352_gut","T003950_294_gut","E022960_578_gut","T016812_589_gut","E002473_396_gut","P003173_638_gut","T016811_678_gut","E012124_489_gut","T012983_393_gut","P015163_296_gut","T009275_301_gut","T014827_666_gut","P005279_663_gut","T024121_493_gut","P020631_622_gut","T013828_478_gut","T014825_127_gut","P016803_404_gut","E003393_74_gut","E012971_821_gut","E007743_309_gut","E007980_591_gut","E020808_563_gut","T007404_878_gut","P000648_614_gut","P004230_215_gut","E008241_318_gut","E006871_296_gut","E020781_1090_gut","E008241_237_gut","T010520_313_gut","T005643_209_gut","E004934_70_gut","P001363_228_gut","T005999_45_gut","E002681_319_gut","E019349_405_gut","T017394_849_gut","E015378_343_gut","T012983_836_gut","E015378_1075_gut","T008025_45_gut","P004230_561_gut","T000272_1101_gut","T016548_135_gut","E016870_1162_gut","P019980_615_gut","P010322_573_gut","E007743_854_gut","P019475_548_gut","P017743_335_gut","T014827_1062_gut","T000461_315_gut","P005558_677_gut","E008437_118_gut","E006871_113_gut","P009291_190_gut","P008543_425_gut","E004080_303_gut","E012393_121_gut","P020604_381_gut","E031941_214_gut","T010532_495_gut","T007750_587_gut","E019793_1097_gut","P013960_596_gut","E030828_304_gut","E029310_579_gut","P007649_883_gut","T004341_594_gut","E011459_857_gut","P016803_554_gut","P000675_395_gut","T000272_204_gut","P004230_614_gut","P019222_241_gut","P014839_618_gut","P004113_316_gut","T020231_302_gut","P014839_553_gut"
"Acidobacteria_Holophagae_120758",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinobacteria_Actinobacteria_Actinomycetales_Actinomycetaceae_Actinobaculum_Actinobaculum_massiliense_261215",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinobacteria_Actinobacteria_Actinomycetales_Actinomycetaceae_Actinobaculum_31485",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinobacteria_Actinobacteria_Actinomycetales_Actinomycetaceae_Actinobaculum_Actinobaculum_massiliense_85070",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
