"","sunshine_251_lung","sculpin_169_lung","sculpin_164_lung","bat_345_lung","bat_331_lung","bat_323_lung","bat_241_lung","sculpin_171_lung","dragon_141_lung","bat_107_lung","BLANK3.12C_not applicable_reagent","sunshine_258_lung","sunshine_258_lung","sunshine_254_lung","sunshine_253_lung","sunshine_252_lung","sunshine_249_lung","sunshine_238_lung","sunshine_234_lung","sunshine_233_lung","sunshine_231_lung","sculpin_270_lung","sculpin_268_lung","sculpin_267_lung","sculpin_266_lung","sculpin_229_lung","sculpin_227_lung","sculpin_225_lung","sculpin_206_lung","sculpin_203_lung","sculpin_202_lung","sculpin_198_lung","sculpin_193_lung","sculpin_187_lung","sculpin_186_lung","sculpin_178_lung","sculpin_177_lung","sculpin_175_lung","sculpin_172_lung","sculpin_168_lung","sculpin_167_lung","sculpin_163_lung","sculpin_155_lung","sculpin_152_lung","sculpin_150_lung","sculpin_146_lung","sculpin_144_lung","reindeer_99_lung","reindeer_96_lung","reindeer_86_lung","reindeer_81_lung","reindeer_79_lung","reindeer_76_lung","reindeer_63_lung","reindeer_45_lung","reindeer_168_lung","reindeer_167_lung","reindeer_16_lung","reindeer_159_lung","reindeer_158_lung","reindeer_155_lung","reindeer_151_lung","reindeer_15_lung","reindeer_144_lung","reindeer_134_lung","reindeer_-9_lung","reindeer_-25_lung","nonCF1_160_lung","fox_272_lung","fox_321_lung","fox_320_lung","fox_315_lung","fox_310_lung","fox_304_lung","fox_301_lung","fox_289_lung","fox_280_lung","fox_264_lung","fox_259_lung","fox_257_lung","fox_255_lung","fox_253_lung","fox_252_lung","fox_251_lung","fox_249_lung","fox_245_lung","fox_244_lung","fox_243_lung","fox_241_lung","fox_236_lung","fox_209_lung","fox_202_lung","fox_201_lung","dragon_97_lung","dragon_87_lung","dragon_69_lung","dragon_54_lung","dragon_41_lung","dragon_34_lung","dragon_26_lung","dragon_21_lung","dragon_17_lung","dragon_133_lung","dragon_116_lung","dragon_104_lung","bat_97_lung","bat_95_lung","bat_94_lung","bat_361_lung","bat_351_lung","bat_349_lung","bat_346_lung","bat_342_lung","bat_339_lung","bat_320_lung","bat_248_lung","bat_247_lung","bat_244_lung","bat_232_lung","bat_231_lung","bat_223_lung","bat_218_lung","bat_217_lung","bat_215_lung","bat_204_lung","bat_203_lung","bat_201_lung","bat_196_lung","bat_195_lung","bat_193_lung","bat_191_lung","bat_186_lung","bat_185_lung","bat_179_lung","bat_177_lung","bat_167_lung","bat_166_lung","bat_164_lung","bat_161_lung","bat_152_lung","bat_151_lung","dragon_85_lung","bat_210_lung","bat_209_lung","bat_182_lung","bat_150_lung","bat_149_lung","bat_148_lung","bat_147_lung","bat_144_lung","bat_142_lung","bat_138_lung","bat_137_lung","bat_117_lung","bat_113_lung","bat_112_lung","bat_111_lung","bat_110_lung","bat_105_lung","bat_102_lung","bat_101_lung","bat_100_lung","nonCF1_183_lung","BLANK7.11H_not applicable_reagent","BLANK7.10H_not applicable_reagent","BLANK6.9H_not applicable_reagent","BLANK6.8H_not applicable_reagent","BLANK6.7G_not applicable_reagent","BLANK6.6G_not applicable_reagent","BLANK6.12H_not applicable_reagent","BLANK6.12G_not applicable_reagent","BLANK6.11G_not applicable_reagent","BLANK6.10F_not applicable_reagent","BLANK5.9D_not applicable_reagent","BLANK5.9A_not applicable_reagent","BLANK5.8H_not applicable_reagent","BLANK5.11H_not applicable_reagent","BLANK5.10G_not applicable_reagent","BLANK4.11G_not applicable_reagent","BLANK4.10D_not applicable_reagent","BLANK3.9E_not applicable_reagent","BLANK3.9C_not applicable_reagent","BLANK3.8C_not applicable_reagent","BLANK3.5G_not applicable_reagent","BLANK3.5F_not applicable_reagent","BLANK3.5C_not applicable_reagent","BLANK3.4F2_not applicable_reagent","BLANK3.4E_not applicable_reagent","BLANK3.4C_not applicable_reagent","BLANK3.4A2_not applicable_reagent","BLANK3.3F_not applicable_reagent","BLANK3.3B_not applicable_reagent","BLANK3.12G_not applicable_reagent","BLANK3.12B_not applicable_reagent","BLANK3.11G_not applicable_reagent","BLANK3.11D_not applicable_reagent","BLANK3.11A_not applicable_reagent","BLANK3.10H_not applicable_reagent","BLANK2.2E_not applicable_reagent","BLANK2.2D_not applicable_reagent","BLANK2.2A_not applicable_reagent","BLANK1.1F_not applicable_reagent","sunshine_261_lung","sunshine_260_lung","sunshine_259_lung","sunshine_259_lung","sunshine_256_lung","sunshine_256_lung","sunshine_255_lung","sunshine_252_lung","sunshine_251_lung","sunshine_250_lung","sunshine_237_lung","sunshine_236_lung","sunshine_234_lung","sunshine_232_lung","sunshine_232_lung","sunshine_231_lung","sculpin_228_lung","sculpin_222_lung","sculpin_220_lung","sculpin_218_lung","sculpin_204_lung","sculpin_201_lung","sculpin_199_lung","sculpin_196_lung","sculpin_192_lung","sculpin_189_lung","sculpin_188_lung","sculpin_184_lung","sculpin_176_lung","sculpin_170_lung","sculpin_157_lung","sculpin_154_lung","sculpin_151_lung","sculpin_147_lung","sculpin_145_lung","fox_218_lung","bat_221_lung","reindeer_94_lung","reindeer_9_lung","reindeer_87_lung","reindeer_74_lung","reindeer_71_lung","reindeer_65_lung","reindeer_61_lung","reindeer_58_lung","reindeer_241_lung","reindeer_233_lung","reindeer_184_lung","reindeer_166_lung","reindeer_153_lung","reindeer_148_lung","reindeer_147_lung","reindeer_145_lung","reindeer_142_lung","reindeer_140_lung","reindeer_137_lung","reindeer_136_lung","reindeer_135_lung","reindeer_101_lung","reindeer_1_lung","reindeer_-7_lung","reindeer_-26_lung","reindeer_-23_lung","reindeer_-21_lung","reindeer_-18_lung","reindeer_-17_lung","reindeer_-11_lung","reindeer_-10_lung","nonCF1_164_lung","nonCF1_161_lung","nonCF1_158_lung","nonCF1_158_lung","fox_316_lung","fox_306_lung","fox_300_lung","fox_298_lung","fox_297_lung","fox_296_lung","fox_293_lung","fox_292_lung","fox_291_lung","fox_290_lung","fox_285_lung","fox_284_lung","fox_283_lung","fox_273_lung","fox_270_lung","fox_269_lung","fox_265_lung","fox_256_lung","fox_246_lung","fox_240_lung","fox_239_lung","fox_238_lung","fox_235_lung","fox_226_lung","fox_225_lung","fox_215_lung","fox_211_lung","fox_177_lung","dragon_95_lung","dragon_90_lung","dragon_89_lung","dragon_88_lung","dragon_77_lung","dragon_76_lung","dragon_74_lung","dragon_73_lung","dragon_67_lung","dragon_6_lung","dragon_59_lung","dragon_53_lung","dragon_50_lung","dragon_47_lung","dragon_46_lung","dragon_45_lung","dragon_44_lung","dragon_43_lung","dragon_42_lung","dragon_40_lung","dragon_36_lung","dragon_35_lung","dragon_19_lung","dragon_18_lung","dragon_15_lung","dragon_140_lung","dragon_14_lung","dragon_139_lung","dragon_137_lung","dragon_127_lung","dragon_125_lung","dragon_124_lung","dragon_123_lung","dragon_121_lung","dragon_120_lung","dragon_118_lung","dragon_117_lung","dragon_110_lung","dragon_107_lung","dragon_105_lung","dragon_103_lung","dragon_102_lung","dragon_-7_lung","bat_98_lung","bat_93_lung","bat_92_lung","bat_91_lung","bat_364_lung","bat_363_lung","bat_362_lung","bat_360_lung","bat_359_lung","bat_340_lung","bat_337_lung","bat_336_lung","bat_330_lung","bat_329_lung","bat_328_lung","bat_327_lung","bat_322_lung","bat_254_lung","bat_250_lung","bat_249_lung","bat_246_lung","bat_235_lung","bat_228_lung","bat_224_lung","bat_222_lung","bat_221_lung","bat_220_lung","bat_219_lung","bat_212_lung","bat_208_lung","bat_207_lung","bat_206_lung","bat_205_lung","bat_200_lung","bat_199_lung","bat_189_lung","bat_178_lung","bat_173_lung","bat_170_lung","bat_168_lung","bat_165_lung","bat_162_lung","bat_159_lung","bat_157_lung","bat_155_lung","bat_153_lung","bat_131_lung","bat_120_lung","bat_119_lung","bat_118_lung","bat_115_lung","bat_108_lung","bat_104_lung","bat_103_lung","nonCF1_176_lung","nonCF1_175_lung","nonCF1_174_lung","nonCF1_186_lung","nonCF1_180_lung","nonCF1_179_lung","nonCF1_410_lung","BLANK6.9G_not applicable_reagent","BLANK6.8G_not applicable_reagent","BLANK6.10D_not applicable_reagent","BLANK5.9F_not applicable_reagent","BLANK5.9C_not applicable_reagent","BLANK5.9B_not applicable_reagent","BLANK5.7H_not applicable_reagent","BLANK5.10H_not applicable_reagent","BLANK4.2D_not applicable_reagent","BLANK4.12G_not applicable_reagent","BLANK3.9F_not applicable_reagent","BLANK3.9B_not applicable_reagent","BLANK3.9A_not applicable_reagent","BLANK3.8F_not applicable_reagent","BLANK3.8E_not applicable_reagent","BLANK3.7E_not applicable_reagent","BLANK3.7D_not applicable_reagent","BLANK3.7C_not applicable_reagent","BLANK3.6G_not applicable_reagent","BLANK3.6B_not applicable_reagent","BLANK3.5D_not applicable_reagent","BLANK3.5A_not applicable_reagent","BLANK3.4H_not applicable_reagent","BLANK3.4G_not applicable_reagent","BLANK3.4E2_not applicable_reagent","BLANK3.4C2_not applicable_reagent","BLANK3.4B2_not applicable_reagent","BLANK3.4A_not applicable_reagent","sunshine_260_lung","BLANK3.3D_not applicable_reagent","sunshine_257_lung","BLANK3.12F_not applicable_reagent","sunshine_254_lung","sunshine_253_lung","sunshine_249_lung","BLANK3.12A_not applicable_reagent","sunshine_243_lung","BLANK3.11F_not applicable_reagent","sunshine_237_lung","BLANK3.11B_not applicable_reagent","sunshine_236_lung","BLANK3.10D_not applicable_reagent","sunshine_235_lung","BLANK3.10C_not applicable_reagent","sunshine_235_lung","BLANK3.10A_not applicable_reagent","sculpin_274_lung","BLANK2.2F_not applicable_reagent","sculpin_273_lung","BLANK1.1D_not applicable_reagent","sculpin_272_lung","BLANK1.1B_not applicable_reagent","sculpin_271_lung","sculpin_269_lung","BLANK1.1A_not applicable_reagent","sculpin_230_lung","sculpin_226_lung","sculpin_224_lung","sculpin_223_lung","sculpin_221_lung","sculpin_219_lung","sculpin_205_lung","sculpin_200_lung","sculpin_197_lung","sculpin_195_lung","sculpin_194_lung","sculpin_191_lung","sculpin_190_lung","sculpin_185_lung","sculpin_183_lung","sculpin_182_lung","sculpin_181_lung","sculpin_180_lung","sculpin_179_lung","sculpin_174_lung","sculpin_173_lung","sculpin_166_lung","sculpin_165_lung","sculpin_156_lung","sculpin_153_lung","sculpin_149_lung","sculpin_148_lung","reindeer_95_lung","reindeer_90_lung","reindeer_89_lung","reindeer_84_lung","reindeer_77_lung","reindeer_64_lung","reindeer_62_lung","reindeer_57_lung","reindeer_54_lung","reindeer_49_lung","reindeer_48_lung","reindeer_44_lung","reindeer_30_lung","reindeer_269_lung","reindeer_20_lung","reindeer_18_lung","reindeer_165_lung","reindeer_164_lung","reindeer_161_lung","reindeer_13_lung","reindeer_-22_lung","reindeer_-2_lung","reindeer_-13_lung","nonCF1_163_lung","nonCF1_159_lung","fox_314_lung","fox_312_lung","fox_309_lung","fox_307_lung","fox_305_lung","fox_302_lung","fox_282_lung","fox_279_lung","fox_271_lung","fox_262_lung","fox_261_lung","fox_260_lung","fox_254_lung","fox_247_lung","fox_242_lung","fox_237_lung","fox_232_lung","fox_230_lung","fox_228_lung","fox_224_lung","fox_223_lung","fox_222_lung","fox_220_lung","fox_212_lung","fox_205_lung","fox_181_lung","fox_179_lung","fox_176_lung","dragon_98_lung","dragon_91_lung","dragon_83_lung","dragon_81_lung","dragon_80_lung","dragon_79_lung","dragon_78_lung","dragon_75_lung","dragon_72_lung","dragon_68_lung","dragon_66_lung","dragon_64_lung","dragon_63_lung","dragon_4_lung","dragon_38_lung","dragon_37_lung","dragon_3_lung","dragon_29_lung","dragon_28_lung","dragon_24_lung","dragon_136_lung","dragon_135_lung","dragon_132_lung","dragon_129_lung","dragon_126_lung","dragon_119_lung","dragon_109_lung","dragon_100_lung","bat_99_lung","bat_96_lung","bat_227_lung","bat_146_lung","bat_132_lung","bat_121_lung","Saline 2_NA_reagent","nonCF1_178_lung","nonCF1_177_lung","bat_375_lung","bat_367_lung","bat_366_lung","bat_355_lung","bat_353_lung","bat_352_lung","bat_347_lung","bat_344_lung","bat_333_lung","bat_324_lung","bat_252_lung","bat_251_lung","bat_245_lung","bat_243_lung","bat_240_lung","bat_239_lung","bat_237_lung","bat_230_lung","bat_229_lung","bat_225_lung","bat_216_lung","bat_198_lung","bat_197_lung","bat_194_lung","bat_192_lung","bat_190_lung","bat_188_lung","bat_184_lung","bat_183_lung","bat_181_lung","bat_176_lung","bat_175_lung","bat_174_lung","bat_172_lung","bat_171_lung","bat_169_lung","bat_163_lung","bat_158_lung","bat_156_lung","bat_154_lung","bat_145_lung","bat_140_lung","bat_139_lung","bat_136_lung","bat_134_lung","bat_126_lung","bat_123_lung","bat_122_lung","bat_116_lung","bat_114_lung","bat_109_lung","bat_106_lung","Saline 3_NA_reagent","Saline 1_NA_reagent","nonCF2_409_lung","nonCF1_173_lung","nonCF1_171_lung","nonCF1_184_lung","nonCF1_181_lung","nonCF1_411_lung","nonCF1_409_lung","BLANK7.9H_not applicable_reagent","BLANK7.12H_not applicable_reagent","BLANK6.7H_not applicable_reagent","BLANK6.5G_not applicable_reagent","BLANK6.11H_not applicable_reagent","BLANK6.10H_not applicable_reagent","BLANK6.10G_not applicable_reagent","BLANK6.10E_not applicable_reagent","BLANK6.10A_not applicable_reagent","BLANK5.9H_not applicable_reagent","BLANK5.12H_not applicable_reagent","BLANK5.11G_not applicable_reagent","BLANK4.3H_not applicable_reagent","BLANK4.1H_not applicable_reagent","BLANK4.12F_not applicable_reagent","BLANK4.12D_not applicable_reagent","BLANK4.11F_not applicable_reagent","BLANK3.9H_not applicable_reagent","BLANK3.9G_not applicable_reagent","BLANK3.9D_not applicable_reagent","BLANK3.8H_not applicable_reagent","BLANK3.8D_not applicable_reagent","BLANK3.8B_not applicable_reagent","BLANK3.7H_not applicable_reagent","BLANK3.7F_not applicable_reagent","BLANK3.6D_not applicable_reagent","BLANK3.6C_not applicable_reagent","BLANK3.6A_not applicable_reagent","BLANK3.5H_not applicable_reagent","BLANK3.5E_not applicable_reagent","BLANK3.5B_not applicable_reagent","BLANK3.4D2_not applicable_reagent","BLANK3.4D_not applicable_reagent","BLANK3.3H_not applicable_reagent","BLANK3.3E_not applicable_reagent","BLANK3.3C_not applicable_reagent","BLANK3.10E_not applicable_reagent","BLANK2.2H_not applicable_reagent","BLANK1.1H_not applicable_reagent","dragon_65_lung","dragon_60_lung","dragon_57_lung","dragon_51_lung","dragon_5_lung","dragon_49_lung","dragon_48_lung","dragon_31_lung","dragon_30_lung","dragon_27_lung","dragon_138_lung","dragon_128_lung","dragon_113_lung","dragon_111_lung","dragon_101_lung","dragon_-8_lung","bat_365_lung","bat_354_lung","bat_350_lung","bat_348_lung","bat_343_lung","bat_338_lung","bat_332_lung","bat_326_lung","bat_325_lung","bat_253_lung","bat_242_lung","bat_238_lung","bat_236_lung","bat_233_lung","bat_202_lung","dragon_82_lung","dragon_86_lung","dragon_92_lung","dragon_96_lung","fox_174_lung","fox_175_lung","fox_178_lung","fox_203_lung","fox_204_lung","fox_208_lung","fox_213_lung","fox_217_lung","fox_221_lung","fox_227_lung","fox_229_lung","fox_231_lung","fox_233_lung","fox_234_lung","reindeer_-4_lung","reindeer_-8_lung"
"sk__Archaea;k__;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halomarina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sk__Archaea;k__;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Haloferacaceae;g__Halobellus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sk__Archaea;k__;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sk__Archaea;k__;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanothermobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
