"","319_40.25_lung","336_10.03_lung","319_40.54_lung","320_21.08_lung","123_22.95_lung","75_12.23_lung","75_12.84_lung","75_11.44_lung","209_29.31_lung","209_27.96_lung","313_24.32_lung","317_22.75_lung","117_47.95_lung","117_48.62_lung","117_47.73_lung","332_38.23_lung","182_29.18_lung","147_25.68_lung","147_21.85_lung","313_23.03_lung","313_24.2_lung","319_40_lung","127_44.31_lung","123_19.04_lung","75_15.96_lung","87_22.61_lung","217_22.53_lung","195_44.39_lung","124_24.73_lung","305_20.73_lung","57_20.11_lung","195_40.1_lung","52_22.92_lung","195_41.08_lung","182_32.5_lung","52_21.31_lung","52_18.28_lung","147_28.92_lung","205_37.95_lung","204_39.15_lung","396_15.23_lung","179_18.67_lung","87_25.8_lung","160_27.3_lung","160_29.27_lung","146_16.92_lung","322_45.48_lung","320_22.31_lung","272_49.16_lung","136_34.91_lung","244_31.13_lung","244_28.23_lung","52_24.1_lung","244_32.79_lung","244_28.58_lung","52_23.72_lung","159_27.59_lung","159_20.77_lung","136_39.7_lung","159_26.46_lung","139_11.41_lung","139_12.57_lung","136_41.88_lung","292_37.67_lung","142_20.73_lung","142_19.49_lung","336_10.59_lung","141_30.07_lung","158_20.26_lung","336_9.42_lung","158_19.1_lung","165_37.21_lung","118_30.73_lung","285_34.64_lung","292_35.44_lung","222_34.06_lung","118_29.58_lung","420_23.37_lung","420_23.49_lung","324_21.82_lung","324_20.67_lung","179_23.57_lung","167_26.48_lung","167_27.06_lung","183_35.44_lung","169_14.79_lung","183_35.19_lung","53_26.33_lung","53_24.47_lung","53_25.24_lung","53_29.75_lung","222_29.8_lung","160_26.01_lung","159_28.11_lung","160_21.83_lung","160_24.54_lung","118_30.21_lung","118_31.07_lung","284_23.27_lung","365_29.39_lung","119_34.19_lung","141_22.63_lung","487_27.43_lung","489_23.62_lung","66_20.39_lung","292_37.26_lung","486_16.8_lung","486_17.37_lung","487_26.29_lung","487_26.58_lung","94_17.66_lung","117_45.42_lung","117_45.17_lung","258_19.71_lung","179_25.6_lung","142_28.42_lung","222_33.25_lung","108_27.68_lung","108_28.49_lung","87_23.31_lung","242_24.39_lung","78_26.52_lung","119_37.91_lung","142_27.96_lung","319_38.2_lung","124_30.92_lung","124_27.07_lung","127_37.93_lung","127_43.35_lung","127_36.82_lung","127_43.62_lung","75_12.03_lung","75_10.96_lung","75_14.98_lung","117_52.16_lung","117_51.24_lung","317_23.12_lung","224_18.7_lung","317_24.28_lung","317_24.48_lung","195_46.33_lung","482_32.18_lung","209_22_lung","525_20.86_lung","491_11.88_lung","514_20.29_lung","195_44.91_lung","117_49.21_lung","117_50.99_lung","66_16.24_lung","70_21.86_lung","66_24.74_lung","229_21.61_lung","147_22.65_lung","147_23.99_lung","313_22.52_lung","94_16.91_lung","94_18.83_lung","302_24.56_lung","94_12.23_lung","94_12.16_lung","185_19.69_lung","320_21.41_lung","121_18.48_lung","120_22.29_lung","123_17.97_lung","87_22.97_lung","75_19.95_lung","75_17.05_lung","75_17.52_lung","87_20.43_lung","224_16.61_lung","217_22.26_lung","209_26.61_lung","223_8.42_lung","209_26.12_lung","209_22.42_lung","124_25.82_lung","124_21.89_lung","124_24.24_lung","272_48.67_lung","258_21.26_lung","270_8.72_lung","262_35.68_lung","51_33.04_lung","49_31.01_lung","195_38.09_lung","52_18.53_lung","52_20.91_lung","147_26.54_lung","147_28.4_lung","147_28.98_lung","139_14.87_lung","139_16.84_lung","139_16.79_lung","213_9.88_lung","389_11.98_lung","292_36.13_lung","328_15.49_lung","336_7.49_lung","332_38.31_lung","336_8.02_lung","336_6.01_lung","332_35.54_lung","369_16.54_lung","119_38.08_lung","119_37.35_lung","272_49.91_lung","136_35.21_lung","136_34.64_lung","136_36.8_lung","284_29.39_lung","136_35.44_lung","244_30.86_lung","229_18.5_lung","159_24.28_lung","142_24.43_lung","94_20.53_lung","179_27.21_lung","108_24.44_lung","142_26.74_lung","142_26.33_lung","108_23.62_lung","108_26.84_lung","87_24.25_lung","222_35.13_lung","87_25.04_lung","119_37.48_lung","76_21.98_lung","179_25.41_lung","179_24.16_lung","142_25.79_lung","229_15.32_lung","108_20.26_lung","78_28.3_lung","76_22.9_lung","319_39.89_lung","124_30.27_lung","124_29.22_lung","124_26.75_lung","124_26.98_lung","179_21.85_lung","50_44.51_lung","75_14.71_lung","209_28.86_lung","209_28.03_lung","209_29.87_lung","209_29.01_lung","209_29.7_lung","118_28.01_lung","313_24.99_lung","317_23.38_lung","217_20.96_lung","317_23.29_lung","486_15.86_lung","217_15.3_lung","520_15.52_lung","530_21.41_lung","50_43.99_lung","50_42.17_lung","50_43.63_lung","209_24.26_lung","117_48.9_lung","320_21.64_lung","117_45.67_lung","63_23.82_lung","117_50.26_lung","229_16.54_lung","63_22.97_lung","182_27.8_lung","66_20.95_lung","182_27.57_lung","182_30.56_lung","229_22.59_lung","147_25.43_lung","142_28.94_lung","305_20.34_lung","87_27.11_lung","87_26.57_lung","94_11.37_lung","94_11.74_lung","87_26.86_lung","87_27.97_lung","199_48.92_lung","199_45.85_lung","194_17.56_lung","187_23.91_lung","319_39.64_lung","292_36.79_lung","153_9.59_lung","146_15.73_lung","146_16.63_lung","153_8.56_lung","123_15.55_lung","123_21.05_lung","75_16.41_lung","223_7.66_lung","75_18.76_lung","50_43.49_lung","209_24.37_lung","119_38.4_lung","305_23.14_lung","305_20.63_lung","305_20.88_lung","305_20.45_lung","272_48.91_lung","264_23.65_lung","55_29.92_lung","195_39.33_lung","57_20.41_lung","52_22.25_lung","52_21.94_lung","147_29.19_lung","147_28.73_lung","147_28.19_lung","147_28.86_lung","139_13.91_lung","139_18.05_lung","139_15.29_lung","139_15.12_lung","139_15.57_lung","385_30.06_lung","389_12.25_lung","369_16.77_lung","369_17.11_lung","213_9.12_lung","204_40.26_lung","204_44.13_lung","204_39.49_lung","205_34.73_lung","336_8.48_lung","420_22.74_lung","179_19.72_lung","179_22.44_lung","179_21.42_lung","119_35.18_lung","119_37.16_lung","119_34.38_lung","320_22.56_lung","274_22.93_lung","280_36.39_lung","274_22.65_lung","136_37.34_lung","136_36.02_lung","244_31.82_lung","244_27.79_lung","52_23.44_lung","52_26.85_lung","52_24.26_lung","52_26.21_lung","52_26.48_lung","52_28.02_lung","229_18.2_lung","159_26.96_lung","229_20.96_lung","159_23.95_lung","159_25.96_lung","159_20.48_lung","136_39.1_lung","139_11.78_lung","292_37.38_lung","139_13.16_lung","302_24.27_lung","142_24.28_lung","298_20.71_lung","298_20.16_lung","142_18.99_lung","336_10.78_lung","165_37.36_lung","165_36.62_lung","158_21.49_lung","472_14.05_lung","153_9.95_lung","482_29.99_lung","472_11.62_lung","326_26.74_lung","326_23.48_lung","179_23.84_lung","179_23.63_lung","179_23.69_lung","179_23.21_lung","146_18.22_lung","179_23.99_lung","182_32.75_lung","167_35.15_lung","53_29.32_lung","53_28.27_lung","53_28.84_lung","53_29.66_lung","222_34.36_lung","222_34.82_lung","160_26.49_lung","160_24.17_lung","160_24.84_lung","160_21.26_lung","119_30.68_lung","118_31.12_lung","285_34.29_lung","292_35.52_lung","284_23.54_lung","141_23.53_lung","141_21.16_lung","141_23.94_lung","141_27.43_lung","141_25.6_lung","141_26.91_lung","487_25.7_lung","487_26.66_lung","487_26.52_lung","182_28.65_lung","94_18.2_lung","238_11.86_lung","142_24.85_lung","182_27.3_lung","179_25.18_lung","142_25.08_lung","142_27.54_lung","222_31.68_lung","142_28.72_lung","108_25.38_lung","87_26.32_lung","87_25.31_lung","78_28.49_lung","71_18.24_lung","76_21.61_lung","124_29.49_lung","124_27.88_lung","369_16.52_lung","127_34.6_lung","127_41.61_lung","400_19.64_lung","75_13.52_lung","53_29.82_lung","75_14.9_lung","209_28.63_lung","209_29.45_lung","117_52.28_lung","117_53.27_lung","117_53.81_lung","313_24.82_lung","336_9.75_lung","322_47_lung","224_18.18_lung","539_20.35_lung","520_14.82_lung","525_19.88_lung","491_10.67_lung","50_43.55_lung","117_50.02_lung","229_17.65_lung","70_21.66_lung","70_22.15_lung","147_22.42_lung","182_28.91_lung","182_29.82_lung","336_9.57_lung","147_21.06_lung","307_23.93_lung","117_48.46_lung","194_9.9_lung","187_24.2_lung","194_17.05_lung","194_17.75_lung","320_21.5_lung","146_17.53_lung","146_16.42_lung","123_22.51_lung","121_21.95_lung","75_19.83_lung","209_26.38_lung","217_23.85_lung","50_42.59_lung","50_42.32_lung","124_20.68_lung","124_24.98_lung","124_25.21_lung","124_23.45_lung","124_21.11_lung","305_21.16_lung","264_18.81_lung","258_20.92_lung","258_20.84_lung","51_34.15_lung","195_41.37_lung","52_23.17_lung","52_19.07_lung","147_27.9_lung","139_16.57_lung","139_17.43_lung","396_14.96_lung","213_8.85_lung","332_35.29_lung","292_36.56_lung","160_28.1_lung","160_27.05_lung","127_40.56_lung","179_20.83_lung","320_22.14_lung","119_36.95_lung","119_35.49_lung","322_45.83_lung","272_50.43_lung","272_50.18_lung","272_49.66_lung","136_37.63_lung","244_30.67_lung","136_35.73_lung","159_23.09_lung","94_18.14_lung","94_17.91_lung","179_25.98_lung","404_20.88_lung","182_27.06_lung","142_26.12_lung","120_21.81_lung","110_17.58_lung","108_22.18_lung","112_41.2_lung","238_12.31_lung","233_22.04_lung","233_26.54_lung","91_28.36_lung","124_28.18_lung","124_27.62_lung","123_22.7_lung","127_41.82_lung","222_27.66_lung","117_53.02_lung","118_27.89_lung","313_24.67_lung","117_53.52_lung","118_23.79_lung","66_25.1_lung","182_30.87_lung","142_29.13_lung","147_26.28_lung","94_11.97_lung","199_48.69_lung","319_37.95_lung","121_19.04_lung","123_15.26_lung","50_38.24_lung","545_16.1_lung","258_21.23_lung","195_42.78_lung","195_44.13_lung","195_38.64_lung","62_20.54_lung","52_22.71_lung","147_29.23_lung","204_44_lung","336_7.7_lung","76_20.89_lung","119_37.69_lung","322_46.08_lung","322_46.63_lung","280_35.37_lung","272_49.41_lung","136_34.28_lung","324_18.54_lung","285_34.23_lung","244_26.37_lung","244_32.01_lung","52_23.99_lung","52_25.93_lung","229_19.23_lung","229_20.8_lung","229_19.73_lung","159_20.14_lung","136_37.95_lung","136_40.27_lung","139_13.66_lung","142_24.49_lung","298_24.97_lung","142_21.35_lung","142_20.45_lung","362_44.67_lung","141_29.53_lung","336_8.99_lung","158_21.8_lung","165_36.8_lung","158_19.94_lung","470_32.12_lung","326_27.28_lung","324_19.88_lung","326_23.56_lung","328_14.49_lung","326_26.89_lung","326_23.81_lung","491_9.66_lung","48_17_lung","50_44.22_lung","49_30.92_lung","179_23.9_lung","63_22.71_lung","179_22.92_lung","179_23.46_lung","179_24.05_lung","153_7.99_lung","183_34.64_lung","167_34.93_lung","172_20.98_lung","185_18.86_lung","53_26.43_lung","53_29.53_lung","222_33.67_lung","222_28.46_lung","160_25.17_lung","160_23.12_lung","118_30.84_lung","118_30.46_lung","119_33.46_lung","365_29.51_lung","182_32.11_lung","141_29.25_lung","141_24.57_lung","141_28.65_lung","87_23.66_lung","486_16.49_lung","182_28.05_lung","94_17.23_lung","117_44.09_lung","233_26.79_lung","179_26.89_lung","179_27.33_lung","258_19.94_lung","87_26.07_lung","87_23.85_lung","87_23.98_lung","238_12.53_lung","242_24.68_lung"
"Euryarchaeota_Thermococci_232311",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Euryarchaeota_Thermococci_135792",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5820",0,63,0,21,0,2,0,9,2,44,0,8,1,2,3,0,2,5,11,0,0,1,4,0,1,0,2,50,2,6,16,90,17,32,6,3,1,1,0,2,4,0,0,2,8,22,0,1,0,4,24,23,0,115,122,0,4,4,3,2,18,85,1,0,2,0,37,2,2,8,0,14,35,7,0,0,22,1,8,1,0,2,18,10,3,2,6,2,8,16,2,2,20,2,23,2,2,6,4,6,4,1,4,28,25,1,23,18,1,4,49,1,3,2,4,34,6,3,6,0,5,0,0,3,0,12,1,0,1,15,6,6,0,0,0,5,16,1,17,0,51,22,7,2,14,6,83,0,1,35,1,5,0,7,11,5,13,14,0,26,217,9,20,5,7,2,0,4,2,4,0,3,4,6,10,7,16,1,7,3,0,0,18,7,0,0,3,5,1,2,0,0,2,0,0,14,4,1,59,45,1,8,26,0,16,0,0,0,6,6,8,9,24,8,7,6,0,7,1,2,4,5,1,4,0,3,2,0,5,0,11,5,2,17,0,0,1,1,11,3,1,6,19,0,0,20,0,3,1,0,1,12,1,14,3,2,26,5,2,20,3,2,3,0,2,22,1,6,22,2,5,10,1,3,4,20,11,0,0,70,207,0,0,4,14,5,3,0,1,1,127,54,2,1,1,2,8,4,3,9,2,0,3,7,3,0,86,5,32,1,10,1,0,1,0,0,2,1,2,6,0,2,4,0,11,17,2,2,2,0,12,0,1,1,0,0,2,0,9,13,12,12,4,22,128,61,3,1,0,9,0,5,2,2,1,1,1,4,0,5,0,6,7,5,4,8,1,40,0,3,0,10,12,8,36,0,2,11,9,9,7,117,19,2,2,15,16,41,0,6,10,5,1,11,3,0,3,4,0,2,0,0,0,5,5,1,5,0,0,6,18,1,10,14,11,6,13,3,25,0,2,0,0,0,6,0,11,15,2,3,83,1,6,0,14,2,0,1,2,1,44,0,1,4,19,5,14,0,3,27,4,0,1,1,0,63,6,2,0,36,10,2,4,2,14,50,3,2,3,0,3,1,4,4,2,5,0,15,0,50,1,0,0,31,2,5,1,6,0,1,4,4,6,6,69,10,1,4,0,1,0,0,0,2,1,3,2,1,20,7,1,4,1,13,50,11,3,3,6,1,20,7,4,2,2,3,5,1,10,0,1,6,8,5,16,6,52,20,0,4,5,0,38,0,36,91,28,0,1,0,1,1,32,4,1,1,2,0,1,3,5,4,61,4,7,2,2,4,6,1,0,1,0,0,0,3,5,0,16,1,12,6,2,1,0,3,79,5,2,0,0,6,0,5,29,10,5,19,4,6,5,1,7,2,51,1,20,12,7,21,8,0,11,18,0,11,3,0,8,22,5,2,7,2,1,5,0,0,0,2,0
"Acidobacteria_Holophagae_130675",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acidobacteria_Holophagae_120758",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acidobacteria_Holophagae_Holophagales_Holophagaceae_9807",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
