"","otu","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"3079","OTU3079","Bacteria","Proteobacteria","Betaproteobacteria","TRA3-20","unclassified","unclassified","unclassified"
"3080","OTU3080","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus","unclassified"
"3081","OTU3081","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Granulicatella","unclassified"
"3082","OTU3082","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Subdoligranulum","unclassified"
"3083","OTU3083","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"3084","OTU3084","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"3085","OTU3085","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Capnocytophaga","unclassified"
"3086","OTU3086","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Eubacterium","coprostanoligenes"
"3087","OTU3087","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"3088","OTU3088","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"3089","OTU3089","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"3090","OTU3090","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"3091","OTU3091","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","unclassified","unclassified","unclassified"
"3092","OTU3092","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales","unclassified","unclassified","unclassified"
"3093","OTU3093","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Erysipelatoclostridium","unclassified"
"3094","OTU3094","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"3095","OTU3095","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"3096","OTU3096","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"3097","OTU3097","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"3098","OTU3098","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Erysipelatoclostridium","unclassified"
"3099","OTU3099","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"3100","OTU3100","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","unclassified"
"3101","OTU3101","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"3102","OTU3102","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","unclassified","unclassified"
"3103","OTU3103","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"3104","OTU3104","Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"3105","OTU3105","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","unclassified"
"3106","OTU3106","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","unclassified"
"3107","OTU3107","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Escherichia","unclassified"
"3108","OTU3108","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"3109","OTU3109","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"3110","OTU3110","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"3111","OTU3111","Bacteria","Firmicutes","unclassified","unclassified","unclassified","unclassified","unclassified"
"3112","OTU3112","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Sutterella","unclassified"
"3113","OTU3113","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus","unclassified"
"3114","OTU3114","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"3115","OTU3115","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerostipes","unclassified"
"3116","OTU3116","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","unclassified"
"3117","OTU3117","Bacteria","Proteobacteria","Gammaproteobacteria","unclassified","unclassified","unclassified","unclassified"
"3118","OTU3118","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"3119","OTU3119","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"3120","OTU3120","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","Murdochiella","massiliensis"
"3121","OTU3121","Bacteria","Firmicutes","unclassified","unclassified","unclassified","unclassified","unclassified"
"3122","OTU3122","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Varibaculum","unclassified"
"3123","OTU3123","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"3124","OTU3124","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"3125","OTU3125","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"3126","OTU3126","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"3127","OTU3127","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","unclassified","unclassified"
"3128","OTU3128","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"3129","OTU3129","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"3130","OTU3130","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium","unclassified"
"3131","OTU3131","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"3132","OTU3132","Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"3133","OTU3133","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Anaerotruncus","unclassified"
"3134","OTU3134","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"3135","OTU3135","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","unclassified","unclassified"
"3136","OTU3136","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"3137","OTU3137","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","unclassified","unclassified"
"3138","OTU3138","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"3139","OTU3139","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"3140","OTU3140","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","unclassified"
"3141","OTU3141","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"3142","OTU3142","Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"3143","OTU3143","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"3144","OTU3144","Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"3145","OTU3145","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"3146","OTU3146","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"3147","OTU3147","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"3148","OTU3148","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Sutterella","unclassified"
"3149","OTU3149","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium","unclassified"
"3150","OTU3150","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"3151","OTU3151","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"3152","OTU3152","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"3153","OTU3153","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"3154","OTU3154","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"3155","OTU3155","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"3156","OTU3156","Bacteria","Tenericutes","Mollicutes","Mollicutes_RF9","unclassified","unclassified","unclassified"
"3157","OTU3157","Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"3158","OTU3158","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"3159","OTU3159","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Eubacterium","hallii"
"3160","OTU3160","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium","unclassified"
"3161","OTU3161","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Methylobacterium","unclassified"
"3162","OTU3162","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Barnesiella","unclassified"
"3163","OTU3163","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"3164","OTU3164","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"3165","OTU3165","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"3166","OTU3166","Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"3167","OTU3167","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"3168","OTU3168","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"3169","OTU3169","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Enterobacter","unclassified"
"3170","OTU3170","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium","unclassified"
"3171","OTU3171","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","unclassified","unclassified"
"3172","OTU3172","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Acetitomaculum","unclassified"
"3173","OTU3173","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","unclassified"
"3174","OTU3174","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"3175","OTU3175","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","unclassified"
"3176","OTU3176","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"3177","OTU3177","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"3178","OTU3178","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"3179","OTU3179","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"3180","OTU3180","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"3181","OTU3181","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Paraprevotella","unclassified"
"3182","OTU3182","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"3183","OTU3183","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"3184","OTU3184","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","unclassified"
"3185","OTU3185","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","unclassified"
"3186","OTU3186","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","unclassified","unclassified"
"3187","OTU3187","Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"3188","OTU3188","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"3189","OTU3189","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","unclassified"
"3190","OTU3190","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"3191","OTU3191","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","unclassified","unclassified"
"3192","OTU3192","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"3193","OTU3193","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"3194","OTU3194","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"3195","OTU3195","Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Facklamia","unclassified"
"3196","OTU3196","Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"3197","OTU3197","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"3198","OTU3198","Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"3199","OTU3199","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"3200","OTU3200","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"3201","OTU3201","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"3202","OTU3202","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","unclassified","unclassified"
"3203","OTU3203","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"3204","OTU3204","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoclostridium","unclassified"
"3205","OTU3205","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","unclassified"
"3206","OTU3206","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"3207","OTU3207","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"3208","OTU3208","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"3209","OTU3209","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"3210","OTU3210","Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"3211","OTU3211","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces","unclassified"
"3212","OTU3212","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Akkermansia","unclassified"
"3213","OTU3213","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"3214","OTU3214","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"3215","OTU3215","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"3216","OTU3216","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"3217","OTU3217","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
