"","ID","Group","c","e","N","NLL"
"36115","M5147_Bgtw2_gut","Veillonellaceae",0.64083974330939,0.131613292347283,4,81.7221262643226
"21288","M5147_Bgtw3_gut.extra","Actinomycetaceae",10.8332770097596,1.21768137472106,1,9.72763732769378
"31184","M5147_Bgtw3_gut.extra","Atopobiaceae",0.42861090646827,0.602092264361289,4,77.2359359434504
"41157","M5147_Bgtw3_gut.extra","Bacteroidaceae",4.21456568927711,1.09143319949808,1,14.868559463684
"51099","M5147_Bgtw3_gut.extra","Campylobacteraceae",0.121523555140786,0.419192350437782,1,13.046754139075
"61059","M5147_Bgtw3_gut.extra","Carnobacteriaceae",420.095904405117,629.912628496894,1,20.1903504952025
"7986","M5147_Bgtw3_gut.extra","Christensenellaceae",0.425905285186215,0.571731357824712,1,18.8139697805913
"8770","M5147_Bgtw3_gut.extra","Clostridiaceae",0.423526340282067,0.385243157462581,2,39.4011336344231
"9601","M5147_Bgtw3_gut.extra","Coriobacteriaceae",0.733168846239767,0.280175842549293,4,65.7039421129892
"10500","M5147_Bgtw3_gut.extra","Corynebacteriaceae",46.7939363993257,109.171189187537,1,18.32592928693
"11405","M5147_Bgtw3_gut.extra","Eggerthellaceae",0.615687252770256,0.232712621656726,1,15.9869266005155
"12363","M5147_Bgtw3_gut.extra","Enterobacteriaceae",3.59705403384913,0.129818781807182,1,4.35641739943503
"13309","M5147_Bgtw3_gut.extra","Enterococcaceae",0.903969903943286,1.27824609382604,2,41.0714011808536
"14304","M5147_Bgtw3_gut.extra","Erysipelotrichaceae",0.187079235509348,0.157093013128536,5,77.5957078238484
"15297","M5147_Bgtw3_gut.extra","Fusobacteriaceae",93.603305352848,257.486384006897,1,17.3974554069408
"16286","M5147_Bgtw3_gut.extra","Lachnospiraceae",0.457224887247139,0.2266775228932,7,128.584561271077
"17280","M5147_Bgtw3_gut.extra","Lactobacillaceae",0.539401325975365,0.178321853516785,2,30.8555731280556
"18269","M5147_Bgtw3_gut.extra","Leuconostocaceae",0.479289928397914,0.251182110659797,1,19.1875931269775
"19262","M5147_Bgtw3_gut.extra","Micrococcaceae",0.190455406542021,0.207825844936165,1,16.1286614603988
"20243","M5147_Bgtw3_gut.extra","Moraxellaceae",2.14656984904119,6.90404112091306,1,16.2082675913896
"21289","M5147_Bgtw3_gut.extra","Pasteurellaceae",0.628721947132971,0.482850347616349,2,40.027793232298
"22240","M5147_Bgtw3_gut.extra","Peptoniphilaceae",56.2647691740243,97.2468965519115,1,19.7147344904682
"23217","M5147_Bgtw3_gut.extra","Peptostreptococcaceae",0.182634560925226,0.186583951544066,1,15.7206777383998
"24203","M5147_Bgtw3_gut.extra","Prevotellaceae",0.652359000128168,0.298972484814769,2,36.0293853088429
"25189","M5147_Bgtw3_gut.extra","Ruminococcaceae",0.501738189719582,0.0674706682789853,3,29.0369742726241
"26176","M5147_Bgtw3_gut.extra","Selenomonadaceae",0.92088092581435,1.09549799313628,1,20.3654594742572
"27160","M5147_Bgtw3_gut.extra","Staphylococcaceae",0.264917883959777,0.905204093360409,1,15.8901084718301
"28151","M5147_Bgtw3_gut.extra","Streptococcaceae",0.136466997372977,0.0195847608285967,1,3.54252719278972
"29141","M5147_Bgtw3_gut.extra","Succinivibrionaceae",0.819824916408449,5.18214927645624,2,23.3967431735804
"30136","M5147_Bgtw3_gut.extra","Tannerellaceae",0.246278475329169,0.336498145263041,1,16.5628109029586
"31185","M5147_Bgtw3_gut.extra","Veillonellaceae",89.6287438594497,46.179473882771,5,96.1553245695466
"21290","M5147_Bgtw3_gut","Actinomycetaceae",2.014101815264,0.306184219487944,1,25.5148162471572
"31186","M5147_Bgtw3_gut","Akkermansiaceae",0.878072617502807,1.55000132017483,1,37.068750054771
"41158","M5147_Bgtw3_gut","Atopobiaceae",0.358873162787726,0.404586534269479,4,124.640692571523
"51146","M5147_Bgtw3_gut","Bacteroidaceae",13.5291924128043,4.2941422224501,1,35.1638048239253
"61060","M5147_Bgtw3_gut","Campylobacteraceae",1.04032124962597,5.12671441327256,1,28.6716756454614
"7987","M5147_Bgtw3_gut","Christensenellaceae",0.131082955313728,0.125277676580574,1,21.5501855638301
"8771","M5147_Bgtw3_gut","Clostridiaceae",0.461667462184718,0.530807997576414,3,100.971960331069
"9602","M5147_Bgtw3_gut","Coriobacteriaceae",0.496721538208042,0.232760194260002,3,98.6511187388549
"10501","M5147_Bgtw3_gut","Desulfovibrionaceae",0.159349346158289,0.6649808961427,1,19.7462268761678
"11406","M5147_Bgtw3_gut","Eggerthellaceae",0.417749161026632,0.552407841104938,2,76.0517774083142
"12364","M5147_Bgtw3_gut","Enterococcaceae",15.8129605930513,14.5890790633897,1,42.9348891555145
"13311","M5147_Bgtw3_gut","Erysipelotrichaceae",0.271031377930552,0.202625115153999,5,139.078815472422
"14305","M5147_Bgtw3_gut","Howardella",0.0856442631702167,0.121234223276133,1,16.4066307646661
"15298","M5147_Bgtw3_gut","Lachnospiraceae",0.464129183116932,0.186148860289323,12,348.253922995242
"16287","M5147_Bgtw3_gut","Lactobacillaceae",17.9074401565291,7.92031610639786,1,38.1889881553282
"17281","M5147_Bgtw3_gut","Leuconostocaceae",2.3361831983685,2.32367697251372,1,41.337831918547
"18270","M5147_Bgtw3_gut","Micrococcaceae",0.569550694991413,0.469447408765882,1,35.4274140060764
"19263","M5147_Bgtw3_gut","Muribaculaceae",1.62376919238339,4.23511051145573,1,35.9310360507156
"20244","M5147_Bgtw3_gut","Pasteurellaceae",0.93135300762462,0.778505170406452,1,40.8781033467949
"21291","M5147_Bgtw3_gut","Peptostreptococcaceae",0.28050450880967,0.363362127105058,3,103.52414761016
"22241","M5147_Bgtw3_gut","Prevotellaceae",0.563385288631759,0.183987404199176,2,60.1572352135988
"23218","M5147_Bgtw3_gut","Rikenellaceae",0.205317792951305,0.798757367387429,2,49.6705528402367
"24204","M5147_Bgtw3_gut","Ruminococcaceae",1.65224540060847,0.389794739457239,3,93.1331730940887
"25190","M5147_Bgtw3_gut","Selenomonadaceae",7.06195453978723,10.9268882691431,1,41.3189534751541
"26177","M5147_Bgtw3_gut","Staphylococcaceae",0.382277535646524,1.932530046995,1,32.2347047163696
"27161","M5147_Bgtw3_gut","Streptococcaceae",3.90063304363065,0.0758426170916796,1,4.98906710961839
"28152","M5147_Bgtw3_gut","Succinivibrionaceae",17.234033666933,177.039620112527,2,37.1432426288052
"29142","M5147_Bgtw3_gut","Tannerellaceae",0.556358180286828,0.711969970898343,1,39.1064156392854
"30137","M5147_Bgtw3_gut","Veillonellaceae",158.415259809462,158.202977020739,5,214.85558157037
"21292","M5147_Bgtw4_gut.extra","Atopobiaceae",0.199830587616,0.189828396509192,2,11.8287232397717
"31187","M5147_Bgtw4_gut.extra","Bacteroidaceae",8.968839164972,3.98597600138337,1,8.02414209709918
"41159","M5147_Bgtw4_gut.extra","Bifidobacteriaceae",17.139982740927,1.42865537154045,1,3.52546187622233
"51147","M5147_Bgtw4_gut.extra","Campylobacteraceae",0.871291713475368,0.162172170237086,1,6.03636313910507
"61061","M5147_Bgtw4_gut.extra","Coriobacteriaceae",0.875492453446933,0.470353619325501,2,15.9748881315443
"7988","M5147_Bgtw4_gut.extra","Corynebacteriaceae",2.61969344758843,14.4129583956474,1,5.58119962955184
"8772","M5147_Bgtw4_gut.extra","Eggerthellaceae",10.5767001639945,5.60355252623244,2,16.7708636262841
"9603","M5147_Bgtw4_gut.extra","Enterococcaceae",3.78204334560402,1.67896451481002,2,16.0464806497933
"10502","M5147_Bgtw4_gut.extra","Erysipelotrichaceae",0.690606487652937,1.06036475895735,4,33.8612479990803
"11407","M5147_Bgtw4_gut.extra","Fusobacteriaceae",1.11652410334774,1.11502274383256,1,8.91935946675975
"12365","M5147_Bgtw4_gut.extra","Helicobacteraceae",0.411272713536957,0.411828626979119,1,7.88373624881782
"13312","M5147_Bgtw4_gut.extra","Lachnospiraceae",0.569403776789711,0.416701829722078,10,81.868995342324
"14306","M5147_Bgtw4_gut.extra","Lactobacillaceae",1.39552477484461,0.190349317716292,1,5.11915955923115
"15299","M5147_Bgtw4_gut.extra","Leuconostocaceae",7.34997405052534,3.26523041359111,1,8.02413363553002
"16288","M5147_Bgtw4_gut.extra","Micrococcaceae",9.55672608052228,5.97615818106715,1,8.66162140661774
"17282","M5147_Bgtw4_gut.extra","Pasteurellaceae",0.411272713536957,0.411828626979119,2,15.7674724976356
"18271","M5147_Bgtw4_gut.extra","Prevotellaceae",17.139982740927,1.42865537154045,1,3.52546187622233
"19264","M5147_Bgtw4_gut.extra","Ruminococcaceae",1.35177130346276,0.725009014874791,3,25.0659861038018
"20245","M5147_Bgtw4_gut.extra","Selenomonadaceae",0.416547324394669,0.174181538210857,1,7.25909083951399
"21293","M5147_Bgtw4_gut.extra","Staphylococcaceae",0.625165296355346,0.973383359523259,1,8.49381665693373
"22242","M5147_Bgtw4_gut.extra","Streptococcaceae",0.356560569606656,1.16633505783654,1,6.75763575197905
