"","model","term","estimate","se","zval","pval","ci.lb","ci.ub","QM_stat","QM_df","QM_pval","QE_stat","QE_df","QE_pval","k"
"1","ML_Z_family.0001","intrcpt",0.165685406903607,0.173299742965431,0.956062623454994,0.339450206769141,-0.174706313538845,0.506077127346059,6.01302150040518,17,6.91851854712884e-13,2089.59367006045,564,1.15079099264038e-173,582
"2","ML_Z_family.0001","true_biomeoral",-0.444201251445555,0.145697513251991,-3.04879089238324,0.00240538500622438,-0.730377251198335,-0.158025251692776,6.01302150040518,17,6.91851854712884e-13,2089.59367006045,564,1.15079099264038e-173,582
"3","ML_Z_family.0001","true_biomerespiratory",0.0274736467007329,0.215748194889614,0.127341258705731,0.898715693973496,-0.396294432721509,0.451241726122975,6.01302150040518,17,6.91851854712884e-13,2089.59367006045,564,1.15079099264038e-173,582
"4","ML_Z_family.0001","true_biomeskin",-0.0603415790101368,0.119371184671949,-0.505495351964253,0.613408448609105,-0.294807956319442,0.174124798299168,6.01302150040518,17,6.91851854712884e-13,2089.59367006045,564,1.15079099264038e-173,582
"5","ML_Z_family.0001","true_biomevaginal",0.131202256110869,0.359001407288765,0.365464461829631,0.714901749529413,-0.573940778594382,0.836345290816119,6.01302150040518,17,6.91851854712884e-13,2089.59367006045,564,1.15079099264038e-173,582
"6","ML_Z_family.0001","disease",-0.229910363219123,0.0795458495226768,-2.89028735752682,0.00399703927312139,-0.386152652502157,-0.0736680739360895,6.01302150040518,17,6.91851854712884e-13,2089.59367006045,564,1.15079099264038e-173,582
"7","ML_Z_family.0001","sustained_antibiotic",-0.0309605191047817,0.055749857585546,-0.555347052811283,0.578877498652959,-0.140463220108505,0.0785421818989413,6.01302150040518,17,6.91851854712884e-13,2089.59367006045,564,1.15079099264038e-173,582
"8","ML_Z_family.0001","sustained_probiotic",0.118115921935285,0.157951858881376,0.747796972899137,0.454894304809788,-0.192129806487058,0.428361650357627,6.01302150040518,17,6.91851854712884e-13,2089.59367006045,564,1.15079099264038e-173,582
"9","ML_Z_family.0001","development",-0.21844646597825,0.0938039265624929,-2.32875609778146,0.0202244115269242,-0.402694171142092,-0.034198760814408,6.01302150040518,17,6.91851854712884e-13,2089.59367006045,564,1.15079099264038e-173,582
"10","ML_Z_family.0001","pregnancy",-0.626158870596141,0.440229596828065,-1.42234614643752,0.155478592041164,-1.49084861156063,0.238530870368351,6.01302150040518,17,6.91851854712884e-13,2089.59367006045,564,1.15079099264038e-173,582
"11","ML_Z_family.0001","log_fava",0.14996018979743,0.0196465616622318,7.63289741867199,9.85562961353387e-14,0.111370825436284,0.188549554158575,6.01302150040518,17,6.91851854712884e-13,2089.59367006045,564,1.15079099264038e-173,582
"12","ML_Z_family.0001","pub_year_simple",0.00383050039037236,0.0289357230022981,0.132379632956403,0.894731236691407,-0.0530044398493439,0.0606654406300886,6.01302150040518,17,6.91851854712884e-13,2089.59367006045,564,1.15079099264038e-173,582
"13","ML_Z_family.0001","sqrt_freq",-0.0202031988348258,0.0251454187833965,-0.803454458597679,0.422050587415221,-0.0695933030234606,0.0291869053538091,6.01302150040518,17,6.91851854712884e-13,2089.59367006045,564,1.15079099264038e-173,582
"14","ML_Z_family.0001","experiment_typeAssembly",-0.494262901184788,0.204274803522538,-2.41959797616574,0.0158528648559158,-0.895495185920206,-0.0930306164493704,6.01302150040518,17,6.91851854712884e-13,2089.59367006045,564,1.15079099264038e-173,582
"15","ML_Z_family.0001","experiment_typeMetagenomic",-0.206489456777597,0.485485269955476,-0.42532589463844,0.670761353452316,-1.1600694417322,0.747090528177006,6.01302150040518,17,6.91851854712884e-13,2089.59367006045,564,1.15079099264038e-173,582
"16","ML_Z_family.0001","true_biomeoral:disease",0.371393529233003,0.345817644426451,1.0739577208357,0.283300886976863,-0.307854234966834,1.05064129343284,6.01302150040518,17,6.91851854712884e-13,2089.59367006045,564,1.15079099264038e-173,582
"17","ML_Z_family.0001","true_biomerespiratory:disease",0.0839129964918271,0.15729588172689,0.5334723043641,0.593916841046675,-0.225044275361766,0.39287026834542,6.01302150040518,17,6.91851854712884e-13,2089.59367006045,564,1.15079099264038e-173,582
"18","ML_Z_family.0001","true_biomevaginal:disease",0.40601376050716,0.246897918685014,1.64446003704527,0.100638438216095,-0.0789379530774171,0.890965474091736,6.01302150040518,17,6.91851854712884e-13,2089.59367006045,564,1.15079099264038e-173,582
"19","slope_family.0001","intrcpt",-0.248413377840116,0.0657797927587204,-3.77643904643017,0.000175970717729208,-0.377616667148832,-0.1192100885314,3.18170599524516,17,1.82378700917331e-05,2814.715387638,564,8.26638255456475e-295,582
"20","slope_family.0001","true_biomeoral",-0.143898091373604,0.0392064541959379,-3.67026537657449,0.000265304365205068,-0.220906586411393,-0.0668895963358157,3.18170599524516,17,1.82378700917331e-05,2814.715387638,564,8.26638255456475e-295,582
"21","slope_family.0001","true_biomerespiratory",-0.0817946289873705,0.101374004000295,-0.806860001180702,0.420087257103399,-0.280911321484044,0.117322063509303,3.18170599524516,17,1.82378700917331e-05,2814.715387638,564,8.26638255456475e-295,582
"22","slope_family.0001","true_biomeskin",-0.207495518969621,0.0416376334404755,-4.98336485108484,8.32448799902082e-07,-0.289279285289359,-0.125711752649882,3.18170599524516,17,1.82378700917331e-05,2814.715387638,564,8.26638255456475e-295,582
"23","slope_family.0001","true_biomevaginal",-0.232568824813684,0.177922060633258,-1.30713877742832,0.191698240358787,-0.582039604673418,0.116901955046051,3.18170599524516,17,1.82378700917331e-05,2814.715387638,564,8.26638255456475e-295,582
"24","slope_family.0001","disease",-0.0362299643433534,0.0195643606536507,-1.85183482275425,0.0645719524527683,-0.0746578712074805,0.0021979425207737,3.18170599524516,17,1.82378700917331e-05,2814.715387638,564,8.26638255456475e-295,582
"25","slope_family.0001","sustained_antibiotic",-0.0549862506732014,0.0186547754131981,-2.947569694905,0.00333534427499055,-0.0916275692851551,-0.0183449320612478,3.18170599524516,17,1.82378700917331e-05,2814.715387638,564,8.26638255456475e-295,582
"26","slope_family.0001","sustained_probiotic",0.000356501632736626,0.0395310070131064,0.00901827855329941,0.992807741246837,-0.0772894732415483,0.0780024765070216,3.18170599524516,17,1.82378700917331e-05,2814.715387638,564,8.26638255456475e-295,582
"27","slope_family.0001","development",-0.024582387605543,0.0263762999682236,-0.931987717578214,0.351741650184797,-0.0763901628016133,0.0272253875905272,3.18170599524516,17,1.82378700917331e-05,2814.715387638,564,8.26638255456475e-295,582
"28","slope_family.0001","pregnancy",0.117506137067219,0.222881334366565,0.527213897929924,0.598252370204955,-0.32027270530924,0.555284979443678,3.18170599524516,17,1.82378700917331e-05,2814.715387638,564,8.26638255456475e-295,582
"29","slope_family.0001","log_fava",0.00308610301716891,0.005399578614892,0.571545158849519,0.567857851441566,-0.00751963605051098,0.0136918420848488,3.18170599524516,17,1.82378700917331e-05,2814.715387638,564,8.26638255456475e-295,582
"30","slope_family.0001","pub_year_simple",-0.00173599536921794,0.0135923257127707,-0.127718788226719,0.898417045295699,-0.028433756456533,0.0249617657180971,3.18170599524516,17,1.82378700917331e-05,2814.715387638,564,8.26638255456475e-295,582
"31","slope_family.0001","sqrt_freq",0.014048544767442,0.00931086293714734,1.50883380651999,0.131901223412404,-0.00423965693295896,0.0323367464678429,3.18170599524516,17,1.82378700917331e-05,2814.715387638,564,8.26638255456475e-295,582
"32","slope_family.0001","experiment_typeAssembly",-0.200460252778281,0.091235454443626,-2.19717492504128,0.0284138980847151,-0.379663018875918,-0.0212574866806443,3.18170599524516,17,1.82378700917331e-05,2814.715387638,564,8.26638255456475e-295,582
"33","slope_family.0001","experiment_typeMetagenomic",0.151784780269209,0.200643492870291,0.756489921989808,0.449671383503804,-0.242314960244109,0.545884520782526,3.18170599524516,17,1.82378700917331e-05,2814.715387638,564,8.26638255456475e-295,582
"34","slope_family.0001","true_biomeoral:disease",0.033685167118928,0.164239902980736,0.205097339365082,0.837570073481832,-0.288911405641516,0.356281739879372,3.18170599524516,17,1.82378700917331e-05,2814.715387638,564,8.26638255456475e-295,582
"35","slope_family.0001","true_biomerespiratory:disease",-0.0609934233557429,0.0619335792905769,-0.984819932165991,0.325134807780544,-0.182642060838625,0.0606552141271396,3.18170599524516,17,1.82378700917331e-05,2814.715387638,564,8.26638255456475e-295,582
"36","slope_family.0001","true_biomevaginal:disease",0.223559823303976,0.109035833650014,2.0503335079875,0.0407935904701014,0.00939392570418066,0.437725720903771,3.18170599524516,17,1.82378700917331e-05,2814.715387638,564,8.26638255456475e-295,582
"37","ML_Z_family.no_art","intrcpt",-0.381004105132034,0.175646624161834,-2.16915131133401,0.0305084205722023,-0.726041378995925,-0.0359668312681426,2.09246046225211,17,0.00637058663536585,1245.13665400556,538,5.56170784323998e-58,556
"38","ML_Z_family.no_art","true_biomeoral",0.144817918619896,0.160105993046076,0.904512790962295,0.366128406246764,-0.16969160089692,0.459327438136711,2.09246046225211,17,0.00637058663536585,1245.13665400556,538,5.56170784323998e-58,556
"39","ML_Z_family.no_art","true_biomerespiratory",0.017928567225609,0.218417663654731,0.0820838705332461,0.934610547914664,-0.411127417145105,0.446984551596323,2.09246046225211,17,0.00637058663536585,1245.13665400556,538,5.56170784323998e-58,556
"40","ML_Z_family.no_art","true_biomeskin",0.0142424443738036,0.123550875963488,0.115275948169016,0.908269413079169,-0.228458818057864,0.256943706805471,2.09246046225211,17,0.00637058663536585,1245.13665400556,538,5.56170784323998e-58,556
"41","ML_Z_family.no_art","true_biomevaginal",0.194415068352697,0.365840750711066,0.531419936064592,0.595347144931318,-0.524236348354085,0.913066485059479,2.09246046225211,17,0.00637058663536585,1245.13665400556,538,5.56170784323998e-58,556
"42","ML_Z_family.no_art","disease",-0.282671166279814,0.0711180529106619,-3.97467527176122,8.00924944276498e-05,-0.422374273105221,-0.142968059454407,2.09246046225211,17,0.00637058663536585,1245.13665400556,538,5.56170784323998e-58,556
"43","ML_Z_family.no_art","sustained_antibiotic",-0.0357816308747256,0.04497867858873,-0.795524279445843,0.426659431793265,-0.124136990485604,0.0525737287361524,2.09246046225211,17,0.00637058663536585,1245.13665400556,538,5.56170784323998e-58,556
"44","ML_Z_family.no_art","sustained_probiotic",-0.154321931801943,0.155542130144697,-0.992155190740806,0.321567838616335,-0.459866275806308,0.151222412202422,2.09246046225211,17,0.00637058663536585,1245.13665400556,538,5.56170784323998e-58,556
"45","ML_Z_family.no_art","development",0.0623263936474811,0.0808238370007445,0.771138762527533,0.440963222496371,-0.0964425921786408,0.221095379473603,2.09246046225211,17,0.00637058663536585,1245.13665400556,538,5.56170784323998e-58,556
"46","ML_Z_family.no_art","pregnancy",-0.233460462008555,0.469440109274126,-0.497316819326633,0.619168832274552,-1.15562071598004,0.688699791962935,2.09246046225211,17,0.00637058663536585,1245.13665400556,538,5.56170784323998e-58,556
"47","ML_Z_family.no_art","log_fava",0.040869484712293,0.0195954766472991,2.08565912674169,0.0374801291691274,0.00237646001164091,0.079362509412945,2.09246046225211,17,0.00637058663536585,1245.13665400556,538,5.56170784323998e-58,556
"48","ML_Z_family.no_art","pub_year_simple",-0.00230062074457011,0.0304381035058249,-0.0755835771479598,0.939778499442063,-0.0620927192568671,0.0574914777677269,2.09246046225211,17,0.00637058663536585,1245.13665400556,538,5.56170784323998e-58,556
"49","ML_Z_family.no_art","sqrt_freq",-0.0366822984047396,0.0237175018330102,-1.54663415493806,0.122539491730076,-0.0832725600415575,0.00990796323207836,2.09246046225211,17,0.00637058663536585,1245.13665400556,538,5.56170784323998e-58,556
"50","ML_Z_family.no_art","experiment_typeAssembly",-0.390721301316145,0.209664012262601,-1.86355921123351,0.0629282086060869,-0.802581760141703,0.0211391575094133,2.09246046225211,17,0.00637058663536585,1245.13665400556,538,5.56170784323998e-58,556
"51","ML_Z_family.no_art","experiment_typeMetagenomic",-0.136722442155203,0.532209098966706,-0.256896100462491,0.797357195038664,-1.18218504361026,0.908740159299858,2.09246046225211,17,0.00637058663536585,1245.13665400556,538,5.56170784323998e-58,556
"52","ML_Z_family.no_art","true_biomeoral:disease",0.253445283443731,0.383709475620646,0.660513486235349,0.509207072582412,-0.500307155896682,1.00719772278414,2.09246046225211,17,0.00637058663536585,1245.13665400556,538,5.56170784323998e-58,556
"53","ML_Z_family.no_art","true_biomerespiratory:disease",0.192879227463326,0.125709837693504,1.53432086941031,0.125538568595512,-0.0540630630738098,0.439821518000462,2.09246046225211,17,0.00637058663536585,1245.13665400556,538,5.56170784323998e-58,556
"54","ML_Z_family.no_art","true_biomevaginal:disease",0.521541810807209,0.201080101442957,2.59370174902741,0.00975349693731412,0.126543442001506,0.916540179612911,2.09246046225211,17,0.00637058663536585,1245.13665400556,538,5.56170784323998e-58,556
"55","slope_family.no_art","intrcpt",-0.36266005169934,0.116956692915901,-3.10080631264186,0.002031059969574,-0.592407811876373,-0.132912291522306,3.31121436216301,17,8.95548561912258e-06,1498.64862449844,538,1.63431553229621e-91,556
"56","slope_family.no_art","true_biomeoral",0.333176147452914,0.117155693142487,2.84387500526926,0.00462638227052063,0.103037474578256,0.563314820327572,3.31121436216301,17,8.95548561912258e-06,1498.64862449844,538,1.63431553229621e-91,556
"57","slope_family.no_art","true_biomerespiratory",0.147961034336108,0.149049844285731,0.992694994383655,0.32130487088249,-0.144829972536888,0.440752041209105,3.31121436216301,17,8.95548561912258e-06,1498.64862449844,538,1.63431553229621e-91,556
"58","slope_family.no_art","true_biomeskin",-0.096257615765712,0.0776936192736149,-1.23893849540874,0.215908519342365,-0.248877654543617,0.0563624230121928,3.31121436216301,17,8.95548561912258e-06,1498.64862449844,538,1.63431553229621e-91,556
"59","slope_family.no_art","true_biomevaginal",0.0481157241957338,0.249219317849044,0.193065788844179,0.846980306729043,-0.441446511544277,0.537677959935744,3.31121436216301,17,8.95548561912258e-06,1498.64862449844,538,1.63431553229621e-91,556
"60","slope_family.no_art","disease",-0.104993264581796,0.0437076992900647,-2.4021686404725,0.0166361215000904,-0.190851933838153,-0.019134595325438,3.31121436216301,17,8.95548561912258e-06,1498.64862449844,538,1.63431553229621e-91,556
"61","slope_family.no_art","sustained_antibiotic",-0.00891671188464813,0.0308503945604836,-0.289030724296459,0.772669202550798,-0.0695187080093629,0.0516852842400666,3.31121436216301,17,8.95548561912258e-06,1498.64862449844,538,1.63431553229621e-91,556
"62","slope_family.no_art","sustained_probiotic",0.0360325625659122,0.0869565906787857,0.414374140989671,0.678765284739248,-0.13478350142324,0.206848626555065,3.31121436216301,17,8.95548561912258e-06,1498.64862449844,538,1.63431553229621e-91,556
"63","slope_family.no_art","development",0.0194623806781274,0.0561064510923928,0.346883117702061,0.728814769659181,-0.0907521880531253,0.12967694940938,3.31121436216301,17,8.95548561912258e-06,1498.64862449844,538,1.63431553229621e-91,556
"64","slope_family.no_art","pregnancy",-0.0316743024612173,0.31818346913811,-0.099547291212256,0.920740822778716,-0.656708556913026,0.593359951990591,3.31121436216301,17,8.95548561912258e-06,1498.64862449844,538,1.63431553229621e-91,556
"65","slope_family.no_art","log_fava",0.0491215686797146,0.0125607381633654,3.91072308337597,0.000103792576557763,0.0244474659220514,0.0737956714373778,3.31121436216301,17,8.95548561912258e-06,1498.64862449844,538,1.63431553229621e-91,556
"66","slope_family.no_art","pub_year_simple",-0.0245391625302721,0.0204943271897613,-1.19736365595507,0.231692134092135,-0.0647978741165229,0.0157195490559788,3.31121436216301,17,8.95548561912258e-06,1498.64862449844,538,1.63431553229621e-91,556
"67","slope_family.no_art","sqrt_freq",-0.0452959684201378,0.0157224427574654,-2.88097524785899,0.0041226163299583,-0.0761808704978386,-0.014411066342437,3.31121436216301,17,8.95548561912258e-06,1498.64862449844,538,1.63431553229621e-91,556
"68","slope_family.no_art","experiment_typeAssembly",-0.0344688617166976,0.136733401041769,-0.252088088602199,0.801069249080425,-0.3030656546623,0.234127931228905,3.31121436216301,17,8.95548561912258e-06,1498.64862449844,538,1.63431553229621e-91,556
"69","slope_family.no_art","experiment_typeMetagenomic",0.301188437056347,0.323266031094778,0.931704565544166,0.351907132051055,-0.333829916606827,0.93620679071952,3.31121436216301,17,8.95548561912258e-06,1498.64862449844,538,1.63431553229621e-91,556
"70","slope_family.no_art","true_biomeoral:disease",-0.23969409163574,0.260990819487911,-0.918400471350074,0.358820790398952,-0.752380067180831,0.272991883909351,3.31121436216301,17,8.95548561912258e-06,1498.64862449844,538,1.63431553229621e-91,556
"71","slope_family.no_art","true_biomerespiratory:disease",-0.0717719481742751,0.0832199780822317,-0.862436518588788,0.388831613451492,-0.235247873234184,0.091703976885634,3.31121436216301,17,8.95548561912258e-06,1498.64862449844,538,1.63431553229621e-91,556
"72","slope_family.no_art","true_biomevaginal:disease",0.290968254900559,0.142195789485515,2.04625084858929,0.0412172448799837,0.0116412379816275,0.570295271819491,3.31121436216301,17,8.95548561912258e-06,1498.64862449844,538,1.63431553229621e-91,556
"73","ML_Z_genus.0001","intrcpt",0.00112550117073446,0.198021490023968,0.00568373246054373,0.995467089775425,-0.387831637984767,0.390082640326236,7.46685114346811,16,5.33545365252443e-16,4245.73012760907,559,0,576
"74","ML_Z_genus.0001","true_biomeoral",-0.35928032856203,0.15498341269978,-2.31818568389636,0.0207991971425112,-0.663701352830489,-0.0548593042935714,7.46685114346811,16,5.33545365252443e-16,4245.73012760907,559,0,576
"75","ML_Z_genus.0001","true_biomerespiratory",0.0582520578720742,0.27656531142285,0.210626768673135,0.833255276245131,-0.484982175481396,0.601486291225545,7.46685114346811,16,5.33545365252443e-16,4245.73012760907,559,0,576
"76","ML_Z_genus.0001","true_biomeskin",0.29861167264878,0.10397335284294,2.87200195515342,0.00423356064949747,0.0943854653553164,0.502837879942244,7.46685114346811,16,5.33545365252443e-16,4245.73012760907,559,0,576
"77","ML_Z_genus.0001","true_biomevaginal",0.227865908601535,0.440424633712358,0.517377755828149,0.605097146613123,-0.637223559827544,1.09295537703061,7.46685114346811,16,5.33545365252443e-16,4245.73012760907,559,0,576
"78","ML_Z_genus.0001","disease",-0.144434805008848,0.0785136077539221,-1.83961492970157,0.0663548642712548,-0.298652553057539,0.00978294303984337,7.46685114346811,16,5.33545365252443e-16,4245.73012760907,559,0,576
"79","ML_Z_genus.0001","sustained_antibiotic",-0.0796301219782144,0.058013530023209,-1.3726129395394,0.170423145287462,-0.19358127277204,0.0343210288156111,7.46685114346811,16,5.33545365252443e-16,4245.73012760907,559,0,576
"80","ML_Z_genus.0001","sustained_probiotic",0.192004562806356,0.175679744272373,1.09292373803023,0.274898053250837,-0.153068543811929,0.537077669424641,7.46685114346811,16,5.33545365252443e-16,4245.73012760907,559,0,576
"81","ML_Z_genus.0001","development",-0.0512161471778026,0.101602069151166,-0.50408567075147,0.614399788651723,-0.250784639186087,0.148352344830482,7.46685114346811,16,5.33545365252443e-16,4245.73012760907,559,0,576
"82","ML_Z_genus.0001","pregnancy",-0.943412616245621,0.564423448691518,-1.67146247809636,0.0951900202391753,-2.05206264129473,0.165237408803493,7.46685114346811,16,5.33545365252443e-16,4245.73012760907,559,0,576
"83","ML_Z_genus.0001","log_fava",0.167122405604019,0.0186824757156342,8.94541002743894,5.42238179619653e-18,0.130425972778391,0.203818838429646,7.46685114346811,16,5.33545365252443e-16,4245.73012760907,559,0,576
"84","ML_Z_genus.0001","pub_year_simple",-0.0213488920058064,0.0428919167059227,-0.497736954778205,0.618865196007011,-0.105597915749707,0.0629001317380938,7.46685114346811,16,5.33545365252443e-16,4245.73012760907,559,0,576
"85","ML_Z_genus.0001","sqrt_freq",-0.00529354307962738,0.030084279588503,-0.175957116209303,0.860391355811185,-0.0643855907199217,0.0537985045606669,7.46685114346811,16,5.33545365252443e-16,4245.73012760907,559,0,576
"86","ML_Z_genus.0001","experiment_typeAssembly",-0.285840494230901,0.259709718519221,-1.10061531721135,0.271537828831218,-0.795966688685301,0.224285700223499,7.46685114346811,16,5.33545365252443e-16,4245.73012760907,559,0,576
"87","ML_Z_genus.0001","true_biomeoral:disease",0.090117256642178,0.465831278183299,0.193454713890462,0.846673140363817,-0.824876369905102,1.00511088318946,7.46685114346811,16,5.33545365252443e-16,4245.73012760907,559,0,576
"88","ML_Z_genus.0001","true_biomerespiratory:disease",0.108303161841526,0.17110008235771,0.632981354240974,0.52700467205766,-0.227774495866588,0.444380819549639,7.46685114346811,16,5.33545365252443e-16,4245.73012760907,559,0,576
"89","ML_Z_genus.0001","true_biomevaginal:disease",0.254140339320883,0.21914928477465,1.15966766481677,0.246679223839059,-0.176316369411108,0.684597048052874,7.46685114346811,16,5.33545365252443e-16,4245.73012760907,559,0,576
"90","slope_genus.0001","intrcpt",-0.261464683007517,0.0379787546048119,-6.88449860265796,1.56312156728612e-11,-0.336063191169376,-0.186866174845658,4.58219627509706,16,1.10736436959613e-08,2341.46330004748,559,4.85814119500331e-216,576
"91","slope_genus.0001","true_biomeoral",-0.0415725206940788,0.0252003692325719,-1.64967903090664,0.0995703671735293,-0.0910715095218928,0.00792646813373533,4.58219627509706,16,1.10736436959613e-08,2341.46330004748,559,4.85814119500331e-216,576
"92","slope_genus.0001","true_biomerespiratory",0.00930579275512679,0.0560294051129856,0.166087659441704,0.868148018537202,-0.100748106539812,0.119359692050066,4.58219627509706,16,1.10736436959613e-08,2341.46330004748,559,4.85814119500331e-216,576
"93","slope_genus.0001","true_biomeskin",-0.0485899323877233,0.0218063276447167,-2.22824921185186,0.0262609030117555,-0.0914222876798176,-0.00575757709562888,4.58219627509706,16,1.10736436959613e-08,2341.46330004748,559,4.85814119500331e-216,576
"94","slope_genus.0001","true_biomevaginal",-0.118415360411406,0.106374378170653,-1.11319438428525,0.266103404877723,-0.327357702011273,0.0905269811884615,4.58219627509706,16,1.10736436959613e-08,2341.46330004748,559,4.85814119500331e-216,576
"95","slope_genus.0001","disease",-0.0360357613354531,0.00781901709285509,-4.60873290178404,5.02367295034171e-06,-0.051394006135433,-0.0206775165354731,4.58219627509706,16,1.10736436959613e-08,2341.46330004748,559,4.85814119500331e-216,576
"96","slope_genus.0001","sustained_antibiotic",-0.0204111208315606,0.00834571053078935,-2.44570198741725,0.014764380671209,-0.0368039057352742,-0.00401833592784704,4.58219627509706,16,1.10736436959613e-08,2341.46330004748,559,4.85814119500331e-216,576
"97","slope_genus.0001","sustained_probiotic",0.00467802863875316,0.0256939170866129,0.182067554082305,0.855595714541208,-0.0457903951797828,0.0551464524572891,4.58219627509706,16,1.10736436959613e-08,2341.46330004748,559,4.85814119500331e-216,576
"98","slope_genus.0001","development",0.00295008304978203,0.0104135868148356,0.283291732448922,0.777058095582031,-0.0175044592090185,0.0234046253085826,4.58219627509706,16,1.10736436959613e-08,2341.46330004748,559,4.85814119500331e-216,576
"99","slope_genus.0001","pregnancy",0.0487925614806189,0.134097057651552,0.363860045366582,0.716100097755001,-0.214603133133158,0.312188256094396,4.58219627509706,16,1.10736436959613e-08,2341.46330004748,559,4.85814119500331e-216,576
"100","slope_genus.0001","log_fava",0.00707966620523457,0.00293424148137616,2.41277558448059,0.0161523874123869,0.00131617976722557,0.0128431526432436,4.58219627509706,16,1.10736436959613e-08,2341.46330004748,559,4.85814119500331e-216,576
"101","slope_genus.0001","pub_year_simple",0.00203392169100097,0.00944534018405498,0.215335991226077,0.829583912511281,-0.0165187742608164,0.0205866176428184,4.58219627509706,16,1.10736436959613e-08,2341.46330004748,559,4.85814119500331e-216,576
"102","slope_genus.0001","sqrt_freq",0.00981966437180445,0.00474875960226995,2.06783775011701,0.0391147717114806,0.000492070941351152,0.0191472578022577,4.58219627509706,16,1.10736436959613e-08,2341.46330004748,559,4.85814119500331e-216,576
"103","slope_genus.0001","experiment_typeAssembly",-0.060254820520608,0.0587192135288041,-1.02615169549317,0.305263914718969,-0.175592086717627,0.0550824456764108,4.58219627509706,16,1.10736436959613e-08,2341.46330004748,559,4.85814119500331e-216,576
"104","slope_genus.0001","true_biomeoral:disease",-0.0347927163469285,0.102335732885937,-0.339985998690295,0.733994782692254,-0.235802282994861,0.166216850301004,4.58219627509706,16,1.10736436959613e-08,2341.46330004748,559,4.85814119500331e-216,576
"105","slope_genus.0001","true_biomerespiratory:disease",-0.0496367376480068,0.0216764542675029,-2.28989192768587,0.0223992638522169,-0.0922139934695971,-0.00705948182641643,4.58219627509706,16,1.10736436959613e-08,2341.46330004748,559,4.85814119500331e-216,576
"106","slope_genus.0001","true_biomevaginal:disease",0.107963364591424,0.0537390327770734,2.00903066192669,0.0450141580793477,0.00240825313647909,0.213518476046369,4.58219627509706,16,1.10736436959613e-08,2341.46330004748,559,4.85814119500331e-216,576
"107","ML_Z_genus.no_art","intrcpt",-0.407865914222252,0.171163137939034,-2.38290743634022,0.0175286121544197,-0.744108801008873,-0.0716230274356314,1.63437631653812,16,0.0560350081558205,2010.39892082218,529,4.20717295753521e-171,546
"108","ML_Z_genus.no_art","true_biomeoral",-0.229813790126456,0.16325503473008,-1.40769802601446,0.159807843798873,-0.550521536087764,0.0908939558348511,1.63437631653812,16,0.0560350081558205,2010.39892082218,529,4.20717295753521e-171,546
"109","ML_Z_genus.no_art","true_biomerespiratory",0.019163429069434,0.225017383484204,0.0851642160827955,0.932163059824652,-0.422873889893776,0.461200748032644,1.63437631653812,16,0.0560350081558205,2010.39892082218,529,4.20717295753521e-171,546
"110","ML_Z_genus.no_art","true_biomeskin",0.0189408279270301,0.106715964230303,0.177488233027197,0.859192846052128,-0.19069825856714,0.2285799144212,1.63437631653812,16,0.0560350081558205,2010.39892082218,529,4.20717295753521e-171,546
"111","ML_Z_genus.no_art","true_biomevaginal",0.0801786273312419,0.360830949527238,0.222205516007682,0.824239659698943,-0.628658810284622,0.789016064947106,1.63437631653812,16,0.0560350081558205,2010.39892082218,529,4.20717295753521e-171,546
"112","ML_Z_genus.no_art","disease",-0.19196521811817,0.0616780105092539,-3.11237694817295,0.00195617401224615,-0.313129112135315,-0.070801324101026,1.63437631653812,16,0.0560350081558205,2010.39892082218,529,4.20717295753521e-171,546
"113","ML_Z_genus.no_art","sustained_antibiotic",-0.0448017453259059,0.0425468701049735,-1.05299744059596,0.292822896226103,-0.128383307337975,0.0387798166861628,1.63437631653812,16,0.0560350081558205,2010.39892082218,529,4.20717295753521e-171,546
"114","ML_Z_genus.no_art","sustained_probiotic",-0.281611641008353,0.18722318116952,-1.50414942876849,0.133139671643483,-0.649403816752621,0.0861805347359159,1.63437631653812,16,0.0560350081558205,2010.39892082218,529,4.20717295753521e-171,546
"115","ML_Z_genus.no_art","development",0.000635660264180768,0.0753621268438193,0.0084347442250152,0.993273307474459,-0.147410112847147,0.148681433375509,1.63437631653812,16,0.0560350081558205,2010.39892082218,529,4.20717295753521e-171,546
"116","ML_Z_genus.no_art","pregnancy",-0.16373999195707,0.467356626605754,-0.350353418857577,0.726212938594999,-1.08184270484814,0.754362720933997,1.63437631653812,16,0.0560350081558205,2010.39892082218,529,4.20717295753521e-171,546
"117","ML_Z_genus.no_art","log_fava",0.0280982878185249,0.0176525982789286,1.59173665964319,0.112041241142355,-0.00657950949263227,0.0627760851296821,1.63437631653812,16,0.0560350081558205,2010.39892082218,529,4.20717295753521e-171,546
"118","ML_Z_genus.no_art","pub_year_simple",-0.024137502960085,0.0351466420406462,-0.686765550238645,0.49253141244109,-0.093181623808186,0.0449066178880159,1.63437631653812,16,0.0560350081558205,2010.39892082218,529,4.20717295753521e-171,546
"119","ML_Z_genus.no_art","sqrt_freq",-0.0271441112185667,0.0247438637608525,-1.09700374528863,0.273138862523411,-0.0757524055124426,0.0214641830753093,1.63437631653812,16,0.0560350081558205,2010.39892082218,529,4.20717295753521e-171,546
