"","est","lower","upper","Study"
"M5147_Bgsng8064_gut",-0.72239000537309,-0.795267716075359,-0.649512294670821,"M5147_Bgsng8064_gut"
"M5147_Bgsng8169_gut",-0.722484831648145,-0.795383548299168,-0.649586114997123,"M5147_Bgsng8169_gut"
"M5176_X7001_gut",-0.722000607259553,-0.794823358305216,-0.64917785621389,"M5176_X7001_gut"
"M5176_X7019_gut",-0.72129156015182,-0.793919815197187,-0.648663305106453,"M5176_X7019_gut"
"M5176_X7032_gut",-0.722028592792264,-0.794820567661271,-0.649236617923256,"M5176_X7032_gut"
"M5176_X7051_gut",-0.722039550364672,-0.794936977098218,-0.649142123631127,"M5176_X7051_gut"
"M5176_X7067_gut",-0.721675922437576,-0.79441818231844,-0.648933662556712,"M5176_X7067_gut"
"M5176_X7075_gut",-0.722523338084739,-0.795585534251754,-0.649461141917725,"M5176_X7075_gut"
"M5176_X7080_gut",-0.722740841422252,-0.795860829711203,-0.649620853133301,"M5176_X7080_gut"
"M5176_X7081_gut",-0.722327039145504,-0.795246546804406,-0.649407531486601,"M5176_X7081_gut"
"M5176_X7084_gut",-0.722254910357488,-0.795214702294698,-0.649295118420277,"M5176_X7084_gut"
"M5176_X7122_gut",-0.722277662292352,-0.79517276195382,-0.649382562630884,"M5176_X7122_gut"
"M5176_X7142_gut",-0.722551347410233,-0.795647572639847,-0.649455122180618,"M5176_X7142_gut"
"M5196_SP03_vaginal",-0.722277573904014,-0.795129210740349,-0.64942593706768,"M5196_SP03_vaginal"
"M5196_SP06_vaginal",-0.722563648363822,-0.795502543524493,-0.649624753203151,"M5196_SP06_vaginal"
"M5196_SP08_vaginal",-0.721992005199448,-0.794786691663358,-0.649197318735538,"M5196_SP08_vaginal"
"M5196_SP09_vaginal",-0.722617508999151,-0.795552341997047,-0.649682676001255,"M5196_SP09_vaginal"
"M5196_ST01_vaginal",-0.722849479436838,-0.795861922543627,-0.64983703633005,"M5196_ST01_vaginal"
"M5196_ST03_vaginal",-0.72228790996064,-0.795146911260994,-0.649428908660285,"M5196_ST03_vaginal"
"M5196_ST19_vaginal",-0.722454844374784,-0.795346969408662,-0.649562719340906,"M5196_ST19_vaginal"
"M5196_ST28_vaginal",-0.722756545984567,-0.795732964069934,-0.649780127899199,"M5196_ST28_vaginal"
"M5196_UP15_vaginal",-0.72236439726124,-0.795236996276157,-0.649491798246324,"M5196_UP15_vaginal"
"M5196_UP17_vaginal",-0.722822642878964,-0.795814606928479,-0.649830678829449,"M5196_UP17_vaginal"
"M5196_UP19_vaginal",-0.722628861955564,-0.795567710596143,-0.649690013314985,"M5196_UP19_vaginal"
"M5196_UP26_vaginal",-0.72236519045576,-0.795236822914575,-0.649493557996945,"M5196_UP26_vaginal"
"M5196_UP27_vaginal",-0.721875996103513,-0.794651380477495,-0.649100611729532,"M5196_UP27_vaginal"
"M5196_UP33_vaginal",-0.722254643112403,-0.795103216453146,-0.649406069771661,"M5196_UP33_vaginal"
"M5196_UP38_vaginal",-0.722725004268786,-0.795690560209589,-0.649759448327984,"M5196_UP38_vaginal"
"M5196_UP39_vaginal",-0.722464142506482,-0.795357940739121,-0.649570344273843,"M5196_UP39_vaginal"
"M5196_UP40_vaginal",-0.722567869084852,-0.79549220311289,-0.649643535056813,"M5196_UP40_vaginal"
"M5196_UP41_vaginal",-0.722458532698192,-0.795359935034278,-0.649557130362107,"M5196_UP41_vaginal"
"M5196_UT01_vaginal",-0.722626907545652,-0.795580418091703,-0.649673396999601,"M5196_UT01_vaginal"
"M5196_UT03_vaginal",-0.722242598067782,-0.795088819200756,-0.649396376934807,"M5196_UT03_vaginal"
"M5196_UT05_vaginal",-0.722257766725346,-0.795106033316074,-0.649409500134619,"M5196_UT05_vaginal"
"M5196_UT06_vaginal",-0.722322697933346,-0.79518863290158,-0.649456762965112,"M5196_UT06_vaginal"
"M5196_UT07_vaginal",-0.722592389599068,-0.795520881198555,-0.649663897999582,"M5196_UT07_vaginal"
"M5196_UT08_vaginal",-0.722461682416091,-0.795369909275914,-0.649553455556268,"M5196_UT08_vaginal"
"M5196_UT09_vaginal",-0.722179865705316,-0.795014958141615,-0.649344773269017,"M5196_UT09_vaginal"
"M5196_UT10_vaginal",-0.721882812405991,-0.794651603949318,-0.649114020862665,"M5196_UT10_vaginal"
"M5196_UT11_vaginal",-0.722356330080781,-0.795228454306377,-0.649484205855186,"M5196_UT11_vaginal"
"M5196_UT12_vaginal",-0.722540620629268,-0.795455753572003,-0.649625487686533,"M5196_UT12_vaginal"
"M5196_UT13_vaginal",-0.722300525448762,-0.795162306460421,-0.649438744437104,"M5196_UT13_vaginal"
"M5196_UT14_vaginal",-0.722639949621558,-0.795589945192364,-0.649689954050752,"M5196_UT14_vaginal"
"M5196_UT15_vaginal",-0.722418843534053,-0.795306242286037,-0.649531444782069,"M5196_UT15_vaginal"
"M5196_UT20_vaginal",-0.722149626605989,-0.794977971104616,-0.649321282107361,"M5196_UT20_vaginal"
"M5196_UT23_vaginal",-0.722333587121967,-0.795211830714765,-0.64945534352917,"M5196_UT23_vaginal"
"M5196_UT24_vaginal",-0.722177379492106,-0.795011720976984,-0.649343038007227,"M5196_UT24_vaginal"
"M5196_UT26_vaginal",-0.722519748094844,-0.795428994358469,-0.649610501831219,"M5196_UT26_vaginal"
"M5196_UT27_vaginal",-0.721863346988464,-0.794632724772896,-0.649093969204031,"M5196_UT27_vaginal"
"M5196_UT29_vaginal",-0.722106638139195,-0.794920971187165,-0.649292305091225,"M5196_UT29_vaginal"
"M5196_UT32_vaginal",-0.72237172746598,-0.795240919285392,-0.649502535646569,"M5196_UT32_vaginal"
"M5196_UT34_vaginal",-0.722683555696748,-0.795640777803427,-0.649726333590069,"M5196_UT34_vaginal"
"M5196_UT35_vaginal",-0.722428465779022,-0.795321192485919,-0.649535739072125,"M5196_UT35_vaginal"
"M5196_UT39_vaginal",-0.723166049070703,-0.796255118570758,-0.650076979570647,"M5196_UT39_vaginal"
"M5196_UT40_vaginal",-0.722070049656645,-0.794881938832311,-0.649258160480979,"M5196_UT40_vaginal"
"M5196_UT42_vaginal",-0.722641693280008,-0.795589721250534,-0.649693665309482,"M5196_UT42_vaginal"
"M5196_UT45_vaginal",-0.722495981079832,-0.795405599916953,-0.649586362242712,"M5196_UT45_vaginal"
"M5196_UT47_vaginal",-0.722278632031103,-0.795129236826931,-0.649428027235276,"M5196_UT47_vaginal"
"M5196_UT50_vaginal",-0.722343791925498,-0.79522510259242,-0.649462481258577,"M5196_UT50_vaginal"
"M5196_UT51_vaginal",-0.72233911890633,-0.795206484478783,-0.649471753333878,"M5196_UT51_vaginal"
"M5196_UT52_vaginal",-0.722791886064911,-0.79578669884547,-0.649797073284352,"M5196_UT52_vaginal"
"M5196_UT53_vaginal",-0.721729192549489,-0.794471193078499,-0.648987192020478,"M5196_UT53_vaginal"
"M5196_UT54_vaginal",-0.722336612265057,-0.795198487403879,-0.649474737126235,"M5196_UT54_vaginal"
"M5261_X117_lung",-0.722107334734617,-0.794836659635504,-0.649378009833731,"M5261_X117_lung"
"M5261_X118_lung",-0.722633230197953,-0.795676489401115,-0.649589970994791,"M5261_X118_lung"
"M5261_X119_lung",-0.722100133210938,-0.794813918474133,-0.649386347947744,"M5261_X119_lung"
"M5261_X124_lung",-0.722261228843741,-0.795078851429822,-0.649443606257661,"M5261_X124_lung"
"M5261_X136_lung",-0.722242021848514,-0.795043454945074,-0.649440588751954,"M5261_X136_lung"
"M5261_X139_lung",-0.721719159513246,-0.79425101370629,-0.649187305320202,"M5261_X139_lung"
"M5261_X141_lung",-0.722376051985574,-0.7952486160997,-0.649503487871448,"M5261_X141_lung"
"M5261_X142_lung",-0.722137727841735,-0.794883040930893,-0.649392414752576,"M5261_X142_lung"
"M5261_X147_lung",-0.722540698250803,-0.795516856797194,-0.649564539704412,"M5261_X147_lung"
"M5261_X159_lung",-0.72257827869551,-0.795572186521228,-0.649584370869793,"M5261_X159_lung"
"M5261_X160_lung",-0.722653332859308,-0.795698993378669,-0.649607672339947,"M5261_X160_lung"
"M5261_X179_lung",-0.722569689658267,-0.795568584900246,-0.649570794416288,"M5261_X179_lung"
"M5261_X182_lung",-0.722449151244474,-0.795373538321731,-0.649524764167218,"M5261_X182_lung"
"M5261_X195_lung",-0.722194561421989,-0.79498293890765,-0.649406183936328,"M5261_X195_lung"
"M5261_X209_lung",-0.7227176141042,-0.795811021521577,-0.649624206686824,"M5261_X209_lung"
"M5261_X222_lung",-0.722069623807022,-0.79477292338456,-0.649366324229484,"M5261_X222_lung"
"M5261_X229_lung",-0.722397513532816,-0.795294632351765,-0.649500394713867,"M5261_X229_lung"
"M5261_X244_lung",-0.722792833785005,-0.795938667443544,-0.649647000126467,"M5261_X244_lung"
"M5261_X336_lung",-0.722532271321892,-0.795505651357065,-0.64955889128672,"M5261_X336_lung"
"M5261_X50_lung",-0.722007876125731,-0.7946919525876,-0.649323799663862,"M5261_X50_lung"
"M5261_X52_lung",NA,NA,NA,"M5261_X52_lung"
"M5261_X53_lung",-0.722483557244169,-0.795440359588005,-0.649526754900333,"M5261_X53_lung"
"M5261_X75_lung",-0.722317764662042,-0.795180826867262,-0.649454702456823,"M5261_X75_lung"
"M5261_X87_lung",-0.722470641722759,-0.795399032428694,-0.649542251016824,"M5261_X87_lung"
"M5261_X94_lung",-0.722614157388916,-0.79564544373771,-0.649582871040122,"M5261_X94_lung"
"M5378_E000823_gut",-0.721993703724625,-0.795019044780273,-0.648968362668977,"M5378_E000823_gut"
"M5378_E001463_gut",-0.722439728300561,-0.795311040905693,-0.649568415695428,"M5378_E001463_gut"
"M5378_E001958_gut",-0.722615836291905,-0.795432443637381,-0.64979922894643,"M5378_E001958_gut"
"M5378_E003188_gut",-0.722562120692728,-0.7953951415273,-0.649729099858155,"M5378_E003188_gut"
"M5378_E003872_gut",-0.722302862583919,-0.79521960893212,-0.649386116235719,"M5378_E003872_gut"
"M5378_E003953_gut",-0.722222793070652,-0.795169073027628,-0.649276513113677,"M5378_E003953_gut"
"M5378_E004016_gut",-0.722047046803882,-0.795053201346801,-0.649040892260962,"M5378_E004016_gut"
"M5378_E004709_gut",-0.722397438763881,-0.79528261304013,-0.649512264487631,"M5378_E004709_gut"
"M5378_E005786_gut",-0.722291827754116,-0.795213335576568,-0.649370319931663,"M5378_E005786_gut"
"M5378_E006091_gut",-0.722747157644054,-0.795519174618271,-0.649975140669836,"M5378_E006091_gut"
"M5378_E006493_gut",-0.722423737176603,-0.795299988399232,-0.649547485953975,"M5378_E006493_gut"
"M5378_E006547_gut",-0.722524768572542,-0.795370037496637,-0.649679499648448,"M5378_E006547_gut"
"M5378_E006574_gut",-0.722683902552213,-0.795476421125288,-0.649891383979138,"M5378_E006574_gut"
"M5378_E006781_gut",-0.722428807137131,-0.795305467893843,-0.649552146380419,"M5378_E006781_gut"
"M5378_E007944_gut",-0.722182424788737,-0.79514178141116,-0.649223068166313,"M5378_E007944_gut"
"M5378_E010481_gut",-0.722835618293839,-0.795582271683214,-0.650088964904465,"M5378_E010481_gut"
"M5378_E010581_gut",-0.722569075636674,-0.795398666437743,-0.649739484835605,"M5378_E010581_gut"
"M5378_E010590_gut",-0.722412727626354,-0.795293332898044,-0.649532122354663,"M5378_E010590_gut"
"M5378_E010629_gut",-0.722037216812452,-0.795045516537911,-0.649028917086994,"M5378_E010629_gut"
"M5378_E010682_gut",-0.722370253194165,-0.795265082742943,-0.649475423645387,"M5378_E010682_gut"
"M5378_E010937_gut",-0.722247537361726,-0.795182275457111,-0.649312799266342,"M5378_E010937_gut"
"M5378_E011279_gut",-0.721459427508472,-0.794683281571981,-0.648235573444963,"M5378_E011279_gut"
"M5378_E011878_gut",-0.722918811646142,-0.795635433056516,-0.650202190235768,"M5378_E011878_gut"
"M5378_E012854_gut",-0.722806111265924,-0.795557043411487,-0.650055179120361,"M5378_E012854_gut"
"M5378_E013094_gut",-0.722386651924169,-0.79527453791522,-0.649498765933117,"M5378_E013094_gut"
"M5378_E013505_gut",-0.722378619261736,-0.795270613775897,-0.649486624747574,"M5378_E013505_gut"
"M5378_E014086_gut",-0.722362658983977,-0.795257224337944,-0.649468093630011,"M5378_E014086_gut"
"M5378_E014403_gut",-0.722237487072389,-0.795181700814429,-0.649293273330349,"M5378_E014403_gut"
"M5378_E016063_gut",-0.722605568669221,-0.795422342095609,-0.649788795242833,"M5378_E016063_gut"
"M5378_E016273_gut",-0.722606187298819,-0.795422235002237,-0.649790139595402,"M5378_E016273_gut"
"M5378_E016426_gut",-0.722587736382329,-0.795410312373364,-0.649765160391294,"M5378_E016426_gut"
"M5378_E016924_gut",-0.722585553495953,-0.79540903400015,-0.649762072991756,"M5378_E016924_gut"
"M5378_E017497_gut",-0.722446789912812,-0.795315421052478,-0.649578158773145,"M5378_E017497_gut"
"M5378_E017751_gut",-0.722616633370499,-0.795431227105208,-0.649802039635789,"M5378_E017751_gut"
"M5378_E017833_gut",-0.722425059249232,-0.795300839773144,-0.649549278725319,"M5378_E017833_gut"
"M5378_E018113_gut",-0.721999485278235,-0.795023119223871,-0.648975851332598,"M5378_E018113_gut"
"M5378_E018268_gut",-0.72250237750732,-0.795354753856135,-0.649650001158504,"M5378_E018268_gut"
"M5378_E018286_gut",-0.722497968568005,-0.795349860398641,-0.649646076737369,"M5378_E018286_gut"
"M5378_E019092_gut",-0.722440196774739,-0.795309576720887,-0.649570816828591,"M5378_E019092_gut"
"M5378_E019763_gut",-0.722460948119384,-0.795325414804057,-0.649596481434712,"M5378_E019763_gut"
"M5378_E020570_gut",-0.722516331811303,-0.795360145503804,-0.649672518118801,"M5378_E020570_gut"
"M5378_E020924_gut",-0.722349059418374,-0.795251029023558,-0.649447089813191,"M5378_E020924_gut"
"M5378_E021032_gut",-0.722580130126015,-0.795404603962463,-0.649755656289567,"M5378_E021032_gut"
"M5378_E021235_gut",-0.722217144113587,-0.795163359168867,-0.649270929058307,"M5378_E021235_gut"
"M5378_E021406_gut",-0.722413126302003,-0.79529724330019,-0.649529009303817,"M5378_E021406_gut"
"M5378_E021822_gut",-0.722373186709097,-0.795267471387957,-0.649478902030237,"M5378_E021822_gut"
"M5378_E021940_gut",-0.722423060933105,-0.795298520883286,-0.649547600982924,"M5378_E021940_gut"
"M5378_E022137_gut",-0.722438770544832,-0.79531209779116,-0.649565443298505,"M5378_E022137_gut"
"M5378_E022497_gut",-0.722568086599513,-0.795398661417581,-0.649737511781444,"M5378_E022497_gut"
"M5378_E022852_gut",-0.722236218953348,-0.795174426019997,-0.649298011886699,"M5378_E022852_gut"
"M5378_E023445_gut",-0.72233434229765,-0.79524394501155,-0.64942473958375,"M5378_E023445_gut"
"M5378_E024907_gut",-0.722483843646773,-0.795341527653619,-0.649626159639927,"M5378_E024907_gut"
"M5378_E026325_gut",-0.72241976464043,-0.795297543428877,-0.649541985851984,"M5378_E026325_gut"
"M5378_E028794_gut",-0.722595332476758,-0.795416671787079,-0.649773993166438,"M5378_E028794_gut"
"M5378_E035134_gut",-0.72261973389537,-0.795429436737541,-0.6498100310532,"M5378_E035134_gut"
"M5378_T025418_gut",-0.722356951180778,-0.795256480936825,-0.64945742142473,"M5378_T025418_gut"
"M5791_p8600_gut",-0.722707908693051,-0.796094230437773,-0.649321586948329,"M5791_p8600_gut"
"M5791_p8646_gut",-0.721639785605734,-0.795122815659537,-0.648156755551931,"M5791_p8646_gut"
"M5791_p8775_gut",-0.724417890533163,-0.797410266310539,-0.651425514755788,"M5791_p8775_gut"
"M5816_alien_gut",-0.720446290122756,-0.794401583749079,-0.646490996496432,"M5816_alien_gut"
"M5860_X107.02_gut",-0.723173703704921,-0.79649838789215,-0.649849019517693,"M5860_X107.02_gut"
"M5860_X180.01_gut",-0.7212344694966,-0.794258027241278,-0.648210911751922,"M5860_X180.01_gut"
"M5860_X234.01_gut",-0.723295942929435,-0.797032578526781,-0.649559307332089,"M5860_X234.01_gut"
"M5860_X286.02_gut",-0.720712809595689,-0.793886789251061,-0.647538829940317,"M5860_X286.02_gut"
"M6120_C3011_gut",-0.722921682572902,-0.795783204626685,-0.650060160519119,"M6120_C3011_gut"
"M6120_C3013_gut",-0.722279405880089,-0.795239909621311,-0.649318902138868,"M6120_C3013_gut"
"M6120_C3022_gut",-0.722971812880132,-0.795842158982228,-0.650101466778036,"M6120_C3022_gut"
"M6120_C3027_gut",-0.721942309244683,-0.79491992322668,-0.648964695262685,"M6120_C3027_gut"
"M6120_C3028_gut",-0.72241419814757,-0.795318865528732,-0.649509530766408,"M6120_C3028_gut"
"M6120_C3031_gut",-0.722101485983723,-0.795059067320037,-0.64914390464741,"M6120_C3031_gut"
"M6120_H4007_gut",-0.722223080933667,-0.795165654694691,-0.649280507172644,"M6120_H4007_gut"
"M6120_H4010_gut",-0.721673600453802,-0.794711358165777,-0.648635842741828,"M6120_H4010_gut"
"M6120_H4016_gut",-0.722949314893462,-0.795803455203246,-0.650095174583679,"M6120_H4016_gut"
"M6120_H4044_gut",-0.722037076576146,-0.794997374364547,-0.649076778787746,"M6120_H4044_gut"
"M6120_M2026_gut",-0.722866547872422,-0.795823753956387,-0.649909341788456,"M6120_M2026_gut"
"M6120_M2028_gut",-0.722866694360333,-0.795728338594925,-0.650005050125741,"M6120_M2028_gut"
"M6120_M2034_gut",-0.722551167046965,-0.795487545970744,-0.649614788123187,"M6120_M2034_gut"
"M6120_M2041_gut",-0.722349015729654,-0.795265894099904,-0.649432137359404,"M6120_M2041_gut"
"M6120_M2042_gut",-0.72274690467562,-0.795624558235687,-0.649869251115552,"M6120_M2042_gut"
"M6120_M2047_gut",-0.722365758993286,-0.79529164078121,-0.649439877205363,"M6120_M2047_gut"
"M6120_M2064_gut",-0.721894430078797,-0.794873096374902,-0.648915763782692,"M6120_M2064_gut"
"M6120_M2068_gut",-0.722112719059694,-0.795054151596281,-0.649171286523107,"M6120_M2068_gut"
"M6120_M2072_gut",-0.722199663279056,-0.79514122235692,-0.649258104201191,"M6120_M2072_gut"
"M6120_M2077_gut",-0.722798932184828,-0.795673394783488,-0.649924469586168,"M6120_M2077_gut"
"M6120_M2083_gut",-0.723401412099499,-0.796254992873414,-0.650547831325583,"M6120_M2083_gut"
"M6120_P6010_gut",-0.722403875496062,-0.795344697237699,-0.649463053754425,"M6120_P6010_gut"
"M6120_P6012_gut",-0.721432677919164,-0.794488011101747,-0.648377344736582,"M6120_P6012_gut"
"M6263_MH002_oropharyngeal",-0.723423190992372,-0.796852765230068,-0.649993616754676,"M6263_MH002_oropharyngeal"
"M6263_MH003_oropharyngeal",-0.722589628505556,-0.795638615267333,-0.64954064174378,"M6263_MH003_oropharyngeal"
"M6263_MH008_oropharyngeal",-0.722210741429619,-0.795125808443268,-0.64929567441597,"M6263_MH008_oropharyngeal"
"M6263_MH014_oropharyngeal",-0.721441625747197,-0.794035115170642,-0.648848136323752,"M6263_MH014_oropharyngeal"
"M6263_MH024_oropharyngeal",-0.722498768738136,-0.795497238354338,-0.649500299121935,"M6263_MH024_oropharyngeal"
"M6263_MH026_oropharyngeal",-0.721837495500986,-0.794541677581031,-0.649133313420941,"M6263_MH026_oropharyngeal"
"M6263_MH032_oropharyngeal",-0.722995093300168,-0.796239352261244,-0.649750834339092,"M6263_MH032_oropharyngeal"
"M6263_MH036_oropharyngeal",-0.722323825859965,-0.79524685004117,-0.649400801678759,"M6263_MH036_oropharyngeal"
"M6263_MH037_oropharyngeal",-0.72245801560159,-0.795423971188306,-0.649492060014874,"M6263_MH037_oropharyngeal"
"M6263_MH040_oropharyngeal",-0.722933348407125,-0.79614242559174,-0.64972427122251,"M6263_MH040_oropharyngeal"
"M6263_MH043_oropharyngeal",-0.722216106089184,-0.795077557074802,-0.649354655103566,"M6263_MH043_oropharyngeal"
"M6263_MH047_oropharyngeal",-0.721997989751534,-0.794825364486302,-0.649170615016767,"M6263_MH047_oropharyngeal"
"M6263_MH049_oropharyngeal",-0.721187192039309,-0.79370100104448,-0.648673383034137,"M6263_MH049_oropharyngeal"
"M6263_RF013_oropharyngeal",-0.722730218104716,-0.79583144440865,-0.649628991800783,"M6263_RF013_oropharyngeal"
"M6263_RF014_oropharyngeal",-0.721983666060535,-0.794768646622744,-0.649198685498325,"M6263_RF014_oropharyngeal"
"M6263_RF034_oropharyngeal",-0.721496116360821,-0.79408237222564,-0.648909860496002,"M6263_RF034_oropharyngeal"
"M6273_bat_lung",-0.722180342595224,-0.795188466546436,-0.649172218644012,"M6273_bat_lung"
"M6273_dragon_lung",-0.722606259945554,-0.795726713499534,-0.649485806391574,"M6273_dragon_lung"
"M6273_fox_lung",-0.721887148491768,-0.794927854631021,-0.648846442352515,"M6273_fox_lung"
"M6273_nonCF1_lung",-0.723243201739397,-0.796706589065497,-0.649779814413298,"M6273_nonCF1_lung"
"M6273_reindeer_lung",-0.721985169270119,-0.795069449846041,-0.648900888694198,"M6273_reindeer_lung"
"M6273_sculpin_lung",-0.723397091864745,-0.796409834348376,-0.650384349381115,"M6273_sculpin_lung"
"M6469_E_lung",NA,NA,NA,"M6469_E_lung"
"M6530_X2_lung",-0.722456914180382,-0.795581128934302,-0.649332699426462,"M6530_X2_lung"
"M6530_X3_lung",-0.720853346223005,-0.794107655300973,-0.647599037145037,"M6530_X3_lung"
"M6530_X4_lung",-0.721827633882057,-0.795084273042023,-0.64857099472209,"M6530_X4_lung"
"M6530_X5_lung",-0.723495691585975,-0.796789261930305,-0.650202121241646,"M6530_X5_lung"
"M6638_X1101.1.1.BSIF_nasopharyngeal",-0.72232670280757,-0.79519185914027,-0.64946154647487,"M6638_X1101.1.1.BSIF_nasopharyngeal"
"M6638_X1133.1.1.ZMIF_nasopharyngeal",-0.722964783179447,-0.795957890987335,-0.649971675371559,"M6638_X1133.1.1.ZMIF_nasopharyngeal"
"M6638_X1144.1.1.ZBIF_nasopharyngeal",-0.722294718854262,-0.795153653393356,-0.649435784315169,"M6638_X1144.1.1.ZBIF_nasopharyngeal"
"M6638_X1147.1.1.SFIF_nasopharyngeal",-0.722429991185639,-0.795312072534416,-0.649547909836861,"M6638_X1147.1.1.SFIF_nasopharyngeal"
"M6638_X1173.1.1.SFIF_nasopharyngeal",-0.722435866328592,-0.795316975768733,-0.649554756888452,"M6638_X1173.1.1.SFIF_nasopharyngeal"
"M6638_X1193.1.1.AMIF_nasopharyngeal",-0.722424924484745,-0.795308896395512,-0.649540952573978,"M6638_X1193.1.1.AMIF_nasopharyngeal"
"M6638_X1194.1.1.LSIF_nasopharyngeal",-0.722472671687359,-0.795362885200595,-0.649582458174123,"M6638_X1194.1.1.LSIF_nasopharyngeal"
"M6638_X1231.1.1.NMIF_nasopharyngeal",-0.722515267261022,-0.795416796676719,-0.649613737845325,"M6638_X1231.1.1.NMIF_nasopharyngeal"
"M6638_X1268.1.1.SMIF_nasopharyngeal",-0.72241757754887,-0.795295306260331,-0.649539848837409,"M6638_X1268.1.1.SMIF_nasopharyngeal"
"M6638_X1295.1.1.NMIF_nasopharyngeal",-0.722468506148389,-0.795356328519372,-0.649580683777406,"M6638_X1295.1.1.NMIF_nasopharyngeal"
"M6638_X1300.1.1.XMIF_nasopharyngeal",-0.722146648411534,-0.794981106561241,-0.649312190261827,"M6638_X1300.1.1.XMIF_nasopharyngeal"
"M6638_X1304.1.1.NWIF_nasopharyngeal",-0.722146616353968,-0.794978488908622,-0.649314743799315,"M6638_X1304.1.1.NWIF_nasopharyngeal"
"M6638_X1309.1.1.TMIF_nasopharyngeal",-0.722674656347222,-0.795604911595567,-0.649744401098877,"M6638_X1309.1.1.TMIF_nasopharyngeal"
"M6638_X1316.1.1.NNIF_nasopharyngeal",-0.722433572868597,-0.795319674008308,-0.649547471728886,"M6638_X1316.1.1.NNIF_nasopharyngeal"
"M6638_X1317.1.1.NMIF_nasopharyngeal",-0.722574631672892,-0.795483655980563,-0.64966560736522,"M6638_X1317.1.1.NMIF_nasopharyngeal"
"M6638_X1319.1.1.LSIF_nasopharyngeal",-0.722376957579115,-0.795249286121169,-0.649504629037062,"M6638_X1319.1.1.LSIF_nasopharyngeal"
"M6638_X1325.1.1.ANIF_nasopharyngeal",-0.722419313487608,-0.795302071581045,-0.649536555394171,"M6638_X1325.1.1.ANIF_nasopharyngeal"
"M6638_X1333.1.1.ZSIF_nasopharyngeal",-0.722606150624899,-0.795525075505787,-0.649687225744011,"M6638_X1333.1.1.ZSIF_nasopharyngeal"
"M6638_X1343.1.1.XSIF_nasopharyngeal",-0.722427175459804,-0.795308197299412,-0.649546153620196,"M6638_X1343.1.1.XSIF_nasopharyngeal"
"M6638_X1361.1.1.NMIF_nasopharyngeal",-0.722483756218311,-0.795376586503991,-0.649590925932631,"M6638_X1361.1.1.NMIF_nasopharyngeal"
"M6638_X1364.1.1.CBIF_nasopharyngeal",-0.722317565768704,-0.795180130834306,-0.649455000703101,"M6638_X1364.1.1.CBIF_nasopharyngeal"
"M6638_X1366.1.1.NTIF_nasopharyngeal",-0.722369577891419,-0.79523931474077,-0.649499841042068,"M6638_X1366.1.1.NTIF_nasopharyngeal"
"M6638_X1395.1.1.NNIF_nasopharyngeal",-0.722403654817127,-0.795279000104063,-0.649528309530191,"M6638_X1395.1.1.NNIF_nasopharyngeal"
"M6638_X1398.1.1.BMIF_nasopharyngeal",-0.722167169024053,-0.795004380001194,-0.649329958046912,"M6638_X1398.1.1.BMIF_nasopharyngeal"
"M6638_X1426.1.1.PTIF_nasopharyngeal",-0.72235016761193,-0.795218148669172,-0.649482186554689,"M6638_X1426.1.1.PTIF_nasopharyngeal"
"M6638_X1436.1.1.OMIF_nasopharyngeal",-0.722441234049532,-0.795326258210755,-0.649556209888308,"M6638_X1436.1.1.OMIF_nasopharyngeal"
"M6638_X1445.1.1.AJIF_nasopharyngeal",-0.722509382469845,-0.795404759080914,-0.649614005858776,"M6638_X1445.1.1.AJIF_nasopharyngeal"
"M6638_X1454.1.1.TNIF_nasopharyngeal",-0.722318996471525,-0.795180822597844,-0.649457170345206,"M6638_X1454.1.1.TNIF_nasopharyngeal"
"M6638_X1463.1.1.PTIF_nasopharyngeal",-0.722673465251775,-0.795603864639145,-0.649743065864405,"M6638_X1463.1.1.PTIF_nasopharyngeal"
"M6638_X1470.1.1.KMIF_nasopharyngeal",-0.722264722270791,-0.795114729864787,-0.649414714676795,"M6638_X1470.1.1.KMIF_nasopharyngeal"
"M6638_X1476.1.1.NMIF_nasopharyngeal",-0.722633646231208,-0.795554202242422,-0.649713090219994,"M6638_X1476.1.1.NMIF_nasopharyngeal"
"M6638_X1483.1.1.AMIF_nasopharyngeal",-0.722188440383165,-0.795029504133317,-0.649347376633013,"M6638_X1483.1.1.AMIF_nasopharyngeal"
"M6638_X1511.1.1.BQIF_nasopharyngeal",-0.722287739101628,-0.795144549486264,-0.649430928716992,"M6638_X1511.1.1.BQIF_nasopharyngeal"
"M6638_X1513.1.1.MNIF_nasopharyngeal",-0.722464142814702,-0.795352315463933,-0.649575970165472,"M6638_X1513.1.1.MNIF_nasopharyngeal"
"M6638_X1585.1.1.NVIF_nasopharyngeal",-0.722207305127021,-0.795052948941705,-0.649361661312338,"M6638_X1585.1.1.NVIF_nasopharyngeal"
"M6638_X1592.1.1.VNIF_nasopharyngeal",-0.722329105830255,-0.795190928263848,-0.649467283396662,"M6638_X1592.1.1.VNIF_nasopharyngeal"
"M6638_X1597.1.1.UMIF_nasopharyngeal",-0.722296924542238,-0.795154771957922,-0.649439077126554,"M6638_X1597.1.1.UMIF_nasopharyngeal"
"M6638_X1614.1.1.KZIF_nasopharyngeal",-0.722185997474775,-0.795027402638955,-0.649344592310594,"M6638_X1614.1.1.KZIF_nasopharyngeal"
