sample_accession	physical_samp_avail_now	collection_date	body_product	percent_male	host_taxid	subject	moved	sample_id	source1	host subject id	source	house_day_surface	assigned_from_geo	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE	sample_order	emp_status	illumina_technology	number_children	day	longitude	sample_name	env_feature	plateid	organism	percent_adult_residents	surface	samp_size	scientific_name	sample_tube_id	life_stage	altitude	anonymized_name	latitude	pet_farm_animal	house_day_subject_surface	house	house_surface	move_time	""PUBLIC""	env_biome	host_common_name	geographic location (country and/or sea)	elevation	number_residents_human	sourcesink	ENA-CHECKLIST	sample_progress	taxon_id	body_site	sample_location	body_habitat	extracted_dna_avail_now	depth	hiseqlane	well	env_matter	subject_surface	time	family	notes	sex
SAMEA2520170																																																														
SAMEA2520174																																																														
SAMEA2520176																																																														
SAMEA2520178																																																														
SAMEA2520179																																																														
SAMEA2520181																																																														
SAMEA2520182																																																														
SAMEA2520188																																																														
SAMEA2520192																																																														
SAMEA2520201																																																														
SAMEA2520202																																																														
SAMEA2520207																																																														
SAMEA2520209																																																														
SAMEA2520210																																																														
SAMEA2520211																																																														
SAMEA2520212																																																														
SAMEA2520215																																																														
SAMEA2520220																																																														
SAMEA2520221																																																														
SAMEA2520226																																																														
SAMEA2520227																																																														
SAMEA2520231																																																														
SAMEA2520232																																																														
SAMEA2520234																																																														
SAMEA2520235																																																														
SAMEA2520236																																																														
SAMEA2520240																																																														
SAMEA2520241																																																														
SAMEA2520244																																																														
SAMEA2520245																																																														
SAMEA2520246																																																														
SAMEA2520248																																																														
SAMEA2520249																																																														
SAMEA2520250																																																														
SAMEA2520251																																																														
SAMEA2520252																																																														
SAMEA2520253																																																														
SAMEA2520261																																																														
SAMEA2520262																																																														
SAMEA2520263																																																														
SAMEA2520267																																																														
SAMEA2520268																																																														
SAMEA2520269																																																														
SAMEA2520271																																																														
SAMEA2520273																																																														
SAMEA2520278																																																														
SAMEA2520291																																																														
SAMEA2520294																																																														
SAMEA2520295																																																														
SAMEA2520296																																																														
SAMEA2520297																																																														
SAMEA2520300																																																														
SAMEA2520304																																																														
SAMEA2520305																																																														
SAMEA2520314																																																														
SAMEA2520327																																																														
SAMEA2520334																																																														
SAMEA2520335																																																														
SAMEA2520342																																																														
SAMEA2520349																																																														
SAMEA2520350																																																														
SAMEA2520352																																																														
SAMEA2520354																																																														
SAMEA2520359																																																														
SAMEA2520364																																																														
SAMEA2520370																																																														
SAMEA2520371																																																														
SAMEA2520375																																																														
SAMEA2520377																																																														
SAMEA2520378																																																														
SAMEA2520380																																																														
SAMEA2520381																																																														
SAMEA2520382																																																														
SAMEA2520386																																																														
SAMEA2520388																																																														
SAMEA2520389																																																														
SAMEA2520391																																																														
SAMEA2520393																																																														
SAMEA2520399																																																														
SAMEA2520401																																																														
SAMEA2520403																																																														
SAMEA2520411																																																														
SAMEA2520422																																																														
SAMEA2520425																																																														
SAMEA2520426																																																														
SAMEA2520427																																																														
SAMEA2520429																																																														
SAMEA2520432																																																														
SAMEA2520439																																																														
SAMEA2520440																																																														
SAMEA2520442																																																														
SAMEA2520445																																																														
SAMEA2520450																																																														
SAMEA2520456																																																														
SAMEA2520458																																																														
SAMEA2520462																																																														
SAMEA2520468																																																														
SAMEA2520478																																																														
SAMEA2520479																																																														
SAMEA2520482																																																														
SAMEA2520483																																																														
SAMEA2520485																																																														
SAMEA2520486																																																														
SAMEA2520487																																																														
SAMEA2520490																																																														
SAMEA2520491																																																														
SAMEA2520493																																																														
SAMEA2520498																																																														
SAMEA2520500																																																														
SAMEA2520503																																																														
SAMEA2520504																																																														
SAMEA2520506																																																														
SAMEA2520511																																																														
SAMEA2520512																																																														
SAMEA2520515																																																														
SAMEA2520518																																																														
SAMEA2520527																																																														
SAMEA2520528																																																														
SAMEA2520532																																																														
SAMEA2520535																																																														
SAMEA2520537																																																														
SAMEA2520538																																																														
SAMEA2520539																																																														
SAMEA2520542																																																														
SAMEA2520543																																																														
SAMEA2520545																																																														
SAMEA2520552																																																														
SAMEA2520554																																																														
SAMEA2520557																																																														
SAMEA2520558																																																														
SAMEA2520559																																																														
SAMEA2520560																																																														
SAMEA2520566																																																														
SAMEA2520569																																																														
SAMEA2520570																																																														
SAMEA2520578																																																														
SAMEA2520580																																																														
SAMEA2520584																																																														
SAMEA2520586																																																														
SAMEA2520589																																																														
SAMEA2520591																																																														
SAMEA2520594																																																														
SAMEA2520596																																																														
SAMEA2520598																																																														
SAMEA2520601																																																														
SAMEA2520602																																																														
SAMEA2520603																																																														
SAMEA2520604																																																														
SAMEA2520606																																																														
SAMEA2520607																																																														
SAMEA2520608																																																														
SAMEA2520622																																																														
SAMEA2520624																																																														
SAMEA2520634																																																														
SAMEA2520635																																																														
SAMEA2520636																																																														
SAMEA2520637																																																														
SAMEA2520641																																																														
SAMEA2520645																																																														
SAMEA2520646																																																														
SAMEA2520647																																																														
SAMEA2520649																																																														
SAMEA2520653																																																														
SAMEA2520656																																																														
SAMEA2520660																																																														
SAMEA2520661																																																														
SAMEA2520662																																																														
SAMEA2520663																																																														
SAMEA2520664																																																														
SAMEA2520668																																																														
SAMEA2520671																																																														
SAMEA2520672																																																														
SAMEA2520673																																																														
SAMEA2520677																																																														
SAMEA2520681																																																														
SAMEA2520682																																																														
SAMEA2520683																																																														
SAMEA2520685																																																														
SAMEA2520687																																																														
SAMEA2520689																																																														
SAMEA2520690																																																														
SAMEA2520695																																																														
SAMEA2520696																																																														
SAMEA2520697																																																														
SAMEA2520698																																																														
SAMEA2520699																																																														
SAMEA2520701																																																														
SAMEA2520702																																																														
SAMEA2520703																																																														
SAMEA2520705																																																														
SAMEA2520707																																																														
SAMEA2520708																																																														
SAMEA2520714																																																														
SAMEA2520715																																																														
SAMEA2520717																																																														
SAMEA2520720																																																														
SAMEA2520731																																																														
SAMEA2520734																																																														
SAMEA2520738																																																														
SAMEA2520739																																																														
SAMEA2520740																																																														
SAMEA2520743																																																														
SAMEA2520745																																																														
SAMEA2520751																																																														
SAMEA2520752																																																														
SAMEA2520754																																																														
SAMEA2520761																																																														
SAMEA2520762																																																														
SAMEA2520763																																																														
SAMEA2520764																																																														
SAMEA2520765																																																														
SAMEA2520769																																																														
SAMEA2520771																																																														
SAMEA2520773																																																														
SAMEA2520775																																																														
SAMEA2520778																																																														
SAMEA2520781																																																														
SAMEA2520782																																																														
SAMEA2520789																																																														
SAMEA2520790																																																														
SAMEA2520792																																																														
SAMEA2520793																																																														
SAMEA2520795																																																														
SAMEA2520801																																																														
SAMEA2520809																																																														
SAMEA2520812																																																														
SAMEA2520813																																																														
SAMEA2520823																																																														
SAMEA2520826																																																														
SAMEA2520828																																																														
SAMEA2520829																																																														
SAMEA2520830																																																														
SAMEA2520831																																																														
SAMEA2520836																																																														
SAMEA2520843																																																														
SAMEA2520844																																																														
SAMEA2520847																																																														
SAMEA2520851																																																														
SAMEA2520852																																																														
SAMEA2520857																																																														
SAMEA2520860																																																														
SAMEA2520865																																																														
SAMEA2520867																																																														
SAMEA2520869																																																														
SAMEA2520880																																																														
SAMEA2520885																																																														
SAMEA2520891																																																														
SAMEA2520892																																																														
SAMEA2520894																																																														
SAMEA2520900																																																														
SAMEA2520902																																																														
SAMEA2520905																																																														
SAMEA2520907																																																														
SAMEA2520909																																																														
SAMEA2520910																																																														
SAMEA2520911																																																														
SAMEA2520918																																																														
SAMEA2520919																																																														
SAMEA2520920																																																														
SAMEA2520921																																																														
SAMEA2520926																																																														
SAMEA2520929																																																														
SAMEA2520930																																																														
SAMEA2520934																																																														
SAMEA2520935																																																														
SAMEA2520939																																																														
SAMEA2520945																																																														
SAMEA2520947																																																														
SAMEA2520949																																																														
SAMEA2520953																																																														
SAMEA2520954																																																														
SAMEA2520955																																																														
SAMEA2520956																																																														
SAMEA2520958																																																														
SAMEA2520960																																																														
SAMEA2520964																																																														
SAMEA2520966																																																														
SAMEA2520969																																																														
SAMEA2520970																																																														
SAMEA2520973																																																														
SAMEA2520974																																																														
SAMEA2520978																																																														
SAMEA2520982																																																														
SAMEA2520983																																																														
SAMEA2520987																																																														
SAMEA2520990																																																														
SAMEA2520991																																																														
SAMEA2520992																																																														
SAMEA2520994																																																														
SAMEA2521001																																																														
SAMEA2521004																																																														
SAMEA2521013																																																														
SAMEA2521018																																																														
SAMEA2521019																																																														
SAMEA2521023																																																														
SAMEA2521024																																																														
SAMEA2521025																																																														
SAMEA2521039																																																														
SAMEA2521040																																																														
SAMEA2521044																																																														
SAMEA2521046																																																														
SAMEA2521048																																																														
SAMEA2521053																																																														
SAMEA2521058																																																														
SAMEA2521059																																																														
SAMEA2521062																																																														
SAMEA2521064																																																														
SAMEA2521067																																																														
SAMEA2521069																																																														
SAMEA2521072																																																														
SAMEA2521074																																																														
SAMEA2521078																																																														
SAMEA2521081																																																														
SAMEA2521083																																																														
SAMEA2521084																																																														
SAMEA2521088																																																														
SAMEA2521091																																																														
SAMEA2521093																																																														
SAMEA2521094																																																														
SAMEA2521102																																																														
SAMEA2521104																																																														
SAMEA2521105																																																														
SAMEA2521109																																																														
SAMEA2521112																																																														
SAMEA2521115																																																														
SAMEA2521119																																																														
SAMEA2521124																																																														
SAMEA2521126																																																														
SAMEA2521129																																																														
SAMEA2521131																																																														
SAMEA2521135																																																														
SAMEA2521137																																																														
SAMEA2521138																																																														
SAMEA2521140																																																														
SAMEA2521146																																																														
SAMEA2521148																																																														
SAMEA2521149																																																														
SAMEA2521150																																																														
SAMEA2521151																																																														
SAMEA2521156																																																														
SAMEA2521158																																																														
SAMEA2521163																																																														
SAMEA2521164																																																														
SAMEA2521166																																																														
SAMEA2521173																																																														
SAMEA2521174																																																														
SAMEA2521176																																																														
SAMEA2521177																																																														
SAMEA2521179																																																														
SAMEA2521181																																																														
SAMEA2521182																																																														
SAMEA2519560																																																														
SAMEA2519562																																																														
SAMEA2519566																																																														
SAMEA2519572																																																														
SAMEA2519576																																																														
SAMEA2519578																																																														
SAMEA2519586																																																														
SAMEA2519587																																																														
SAMEA2519588																																																														
SAMEA2519589																																																														
SAMEA2519592																																																														
SAMEA2519597																																																														
SAMEA2519598																																																														
SAMEA2519600																																																														
SAMEA2519603																																																														
SAMEA2519609																																																														
SAMEA2519611																																																														
SAMEA2519613																																																														
SAMEA2519615																																																														
SAMEA2519619																																																														
SAMEA2519620																																																														
SAMEA2519623																																																														
SAMEA2519624																																																														
SAMEA2519626																																																														
SAMEA2519629																																																														
SAMEA2519631																																																														
SAMEA2519635																																																														
SAMEA2519637																																																														
SAMEA2519638																																																														
SAMEA2519645																																																														
SAMEA2519646																																																														
SAMEA2519647																																																														
SAMEA2519648																																																														
SAMEA2519649																																																														
SAMEA2519653																																																														
SAMEA2519654																																																														
SAMEA2519660																																																														
SAMEA2519661																																																														
SAMEA2519662																																																														
SAMEA2519666																																																														
SAMEA2519668																																																														
SAMEA2519669																																																														
SAMEA2519673																																																														
SAMEA2519674																																																														
SAMEA2519678																																																														
SAMEA2519679																																																														
SAMEA2519680																																																														
SAMEA2519684																																																														
SAMEA2519687																																																														
SAMEA2519688																																																														
SAMEA2519693																																																														
SAMEA2519699																																																														
SAMEA2519701																																																														
SAMEA2519702																																																														
SAMEA2519706																																																														
SAMEA2519708																																																														
SAMEA2519709																																																														
SAMEA2519711																																																														
SAMEA2519713																																																														
SAMEA2519721																																																														
SAMEA2519726																																																														
SAMEA2519729																																																														
SAMEA2519735																																																														
SAMEA2519736																																																														
SAMEA2519737																																																														
SAMEA2519741																																																														
SAMEA2519749																																																														
SAMEA2519750																																																														
SAMEA2519751																																																														
SAMEA2519754																																																														
SAMEA2519755																																																														
SAMEA2519758																																																														
SAMEA2519759																																																														
SAMEA2519760																																																														
SAMEA2519762																																																														
SAMEA2519763																																																														
SAMEA2519766																																																														
SAMEA2519770																																																														
SAMEA2519772																																																														
SAMEA2519773																																																														
SAMEA2519774																																																														
SAMEA2519782																																																														
SAMEA2519786																																																														
SAMEA2519788																																																														
SAMEA2519792																																																														
SAMEA2519798																																																														
SAMEA2519801																																																														
SAMEA2519802																																																														
SAMEA2519806																																																														
SAMEA2519809																																																														
SAMEA2519813																																																														
SAMEA2519816																																																														
SAMEA2519821																																																														
SAMEA2519825																																																														
SAMEA2519826																																																														
SAMEA2519827																																																														
SAMEA2519830																																																														
SAMEA2519831																																																														
SAMEA2519833																																																														
SAMEA2519835																																																														
SAMEA2519839																																																														
SAMEA2519840																																																														
SAMEA2519847																																																														
SAMEA2519848																																																														
SAMEA2519853																																																														
SAMEA2519854																																																														
SAMEA2519857																																																														
SAMEA2519858																																																														
SAMEA2519859																																																														
SAMEA2519860																																																														
SAMEA2519867																																																														
SAMEA2519868																																																														
SAMEA2519869																																																														
SAMEA2519873																																																														
SAMEA2519874																																																														
SAMEA2519879																																																														
SAMEA2519880																																																														
SAMEA2519881																																																														
SAMEA2519883																																																														
SAMEA2519884																																																														
SAMEA2519885																																																														
SAMEA2519888																																																														
SAMEA2519895																																																														
SAMEA2519896																																																														
SAMEA2519897																																																														
SAMEA2519899																																																														
SAMEA2519908																																																														
SAMEA2519911																																																														
SAMEA2519912																																																														
SAMEA2519913																																																														
SAMEA2519915																																																														
SAMEA2519916																																																														
SAMEA2519918																																																														
SAMEA2519919																																																														
SAMEA2519926																																																														
SAMEA2519927																																																														
SAMEA2519930																																																														
SAMEA2519931																																																														
SAMEA2519932																																																														
SAMEA2519934																																																														
SAMEA2519935																																																														
SAMEA2519941																																																														
SAMEA2519943																																																														
SAMEA2519945																																																														
SAMEA2519947																																																														
SAMEA2519948																																																														
SAMEA2519951																																																														
SAMEA2519952																																																														
SAMEA2519955																																																														
SAMEA2519956																																																														
SAMEA2519958																																																														
SAMEA2519959																																																														
SAMEA2519961																																																														
SAMEA2519975																																																														
SAMEA2519978																																																														
SAMEA2519986																																																														
SAMEA2519987																																																														
SAMEA2519990																																																														
SAMEA2519992																																																														
SAMEA2519996																																																														
SAMEA2519999																																																														
SAMEA2520001																																																														
SAMEA2520002																																																														
SAMEA2520007																																																														
SAMEA2520009																																																														
SAMEA2520011																																																														
SAMEA2520012																																																														
SAMEA2520013																																																														
SAMEA2520022																																																														
SAMEA2520026																																																														
SAMEA2520027																																																														
SAMEA2520028																																																														
SAMEA2520032																																																														
SAMEA2520033																																																														
SAMEA2520036																																																														
SAMEA2520042																																																														
SAMEA2520044																																																														
SAMEA2520047																																																														
SAMEA2520058																																																														
SAMEA2520061																																																														
SAMEA2520064																																																														
SAMEA2520065																																																														
SAMEA2520066																																																														
SAMEA2520070																																																														
SAMEA2520077																																																														
SAMEA2520082																																																														
SAMEA2520083																																																														
SAMEA2520084																																																														
SAMEA2520087																																																														
SAMEA2520089																																																														
SAMEA2520098																																																														
SAMEA2520103																																																														
SAMEA2520107																																																														
SAMEA2520111																																																														
SAMEA2520112																																																														
SAMEA2520114																																																														
SAMEA2520115																																																														
SAMEA2520116																																																														
SAMEA2520121																																																														
SAMEA2520125																																																														
SAMEA2520129																																																														
SAMEA2520135																																																														
SAMEA2520136																																																														
SAMEA2520137																																																														
SAMEA2520139																																																														
SAMEA2520141																																																														
SAMEA2520143																																																														
SAMEA2520147																																																														
SAMEA2520149																																																														
SAMEA2520152																																																														
SAMEA2520159																																																														
SAMEA2520165																																																														
SAMEA2520177																																																														
SAMEA2520184																																																														
SAMEA2520187																																																														
SAMEA2520190																																																														
SAMEA2520196																																																														
SAMEA2520198																																																														
SAMEA2520200																																																														
SAMEA2520203																																																														
SAMEA2520206																																																														
SAMEA2520208																																																														
SAMEA2520213																																																														
SAMEA2520214																																																														
SAMEA2520217																																																														
SAMEA2520219																																																														
SAMEA2520223																																																														
SAMEA2520224																																																														
SAMEA2520225																																																														
SAMEA2520228																																																														
SAMEA2520229																																																														
SAMEA2520230																																																														
SAMEA2520239																																																														
SAMEA2520247																																																														
SAMEA2520255																																																														
SAMEA2520256																																																														
SAMEA2520258																																																														
SAMEA2520260																																																														
SAMEA2520265																																																														
SAMEA2520266																																																														
SAMEA2520276																																																														
SAMEA2520277																																																														
SAMEA2520281																																																														
SAMEA2520284																																																														
SAMEA2520290																																																														
SAMEA2520293																																																														
SAMEA2520301																																																														
SAMEA2520303																																																														
SAMEA2520306																																																														
SAMEA2520307																																																														
SAMEA2520308																																																														
SAMEA2520309																																																														
SAMEA2520311																																																														
SAMEA2520312																																																														
SAMEA2520316																																																														
SAMEA2520317																																																														
SAMEA2520319																																																														
SAMEA2520320																																																														
SAMEA2520324																																																														
SAMEA2520325																																																														
SAMEA2520331																																																														
SAMEA2520336																																																														
SAMEA2520337																																																														
SAMEA2520338																																																														
SAMEA2520340																																																														
SAMEA2520344																																																														
SAMEA2520345																																																														
SAMEA2520348																																																														
SAMEA2520351																																																														
SAMEA2520355																																																														
SAMEA2520356																																																														
SAMEA2520357																																																														
SAMEA2520358																																																														
SAMEA2520363																																																														
SAMEA2520366																																																														
SAMEA2520367																																																														
SAMEA2520368																																																														
SAMEA2520372																																																														
SAMEA2520376																																																														
SAMEA2520379																																																														
SAMEA2520383																																																														
SAMEA2520390																																																														
SAMEA2520392																																																														
SAMEA2520394																																																														
SAMEA2520395																																																														
SAMEA2520397																																																														
SAMEA2520404																																																														
SAMEA2520405																																																														
SAMEA2520406																																																														
SAMEA2520408																																																														
SAMEA2520409																																																														
SAMEA2520412																																																														
SAMEA2520413																																																														
SAMEA2520414																																																														
SAMEA2520416																																																														
SAMEA2520428																																																														
SAMEA2520430																																																														
SAMEA2520433																																																														
SAMEA2520435																																																														
SAMEA2520437																																																														
SAMEA2520447																																																														
SAMEA2520448																																																														
SAMEA2520449																																																														
SAMEA2520451																																																														
SAMEA2520452																																																														
SAMEA2520453																																																														
SAMEA2520454																																																														
SAMEA2520455																																																														
SAMEA2520457																																																														
SAMEA2520459																																																														
SAMEA2520460																																																														
SAMEA2520461																																																														
SAMEA2520465																																																														
SAMEA2520466																																																														
SAMEA2520469																																																														
SAMEA2520470																																																														
SAMEA2520471																																																														
SAMEA2520473																																																														
SAMEA2520477																																																														
SAMEA2520480																																																														
SAMEA2520481																																																														
SAMEA2520484																																																														
SAMEA2520488																																																														
SAMEA2520495																																																														
SAMEA2520499																																																														
SAMEA2520505																																																														
SAMEA2520508																																																														
SAMEA2520509																																																														
SAMEA2520519																																																														
SAMEA2520520																																																														
SAMEA2520521																																																														
SAMEA2520522																																																														
SAMEA2520524																																																														
SAMEA2520526																																																														
SAMEA2520530																																																														
SAMEA2520531																																																														
SAMEA2520540																																																														
SAMEA2520546																																																														
SAMEA2520547																																																														
SAMEA2520548																																																														
SAMEA2520549																																																														
SAMEA2520551																																																														
SAMEA2520555																																																														
SAMEA2520562																																																														
SAMEA2520563																																																														
SAMEA2520568																																																														
SAMEA2520572																																																														
SAMEA2520575																																																														
SAMEA2520577																																																														
SAMEA2520581																																																														
SAMEA2520583																																																														
SAMEA2520585																																																														
SAMEA2520590																																																														
SAMEA2520592																																																														
SAMEA2520595																																																														
SAMEA2520600																																																														
SAMEA2520611																																																														
SAMEA2520612																																																														
SAMEA2520614																																																														
SAMEA2520615																																																														
SAMEA2520618																																																														
SAMEA2520623																																																														
SAMEA2520626																																																														
SAMEA2520629																																																														
SAMEA2520631																																																														
SAMEA2520638																																																														
SAMEA2520639																																																														
SAMEA2520640																																																														
SAMEA2520642																																																														
SAMEA2520643																																																														
SAMEA2520644																																																														
SAMEA2520650																																																														
SAMEA2520651																																																														
SAMEA2520655																																																														
SAMEA2520657																																																														
SAMEA2520658																																																														
SAMEA2520666																																																														
SAMEA2520667																																																														
SAMEA2520679																																																														
SAMEA2520680																																																														
SAMEA2520686																																																														
SAMEA2520691																																																														
SAMEA2520694																																																														
SAMEA2520700																																																														
SAMEA2520704																																																														
SAMEA2520709																																																														
SAMEA2520710																																																														
SAMEA2520712																																																														
SAMEA2520713																																																														
SAMEA2520719																																																														
SAMEA2520721																																																														
SAMEA2520722																																																														
SAMEA2520723																																																														
SAMEA2520724																																																														
SAMEA2520726																																																														
SAMEA2520728																																																														
SAMEA2520729																																																														
SAMEA2520733																																																														
SAMEA2520737																																																														
SAMEA2520748																																																														
SAMEA2520749																																																														
SAMEA2520753																																																														
SAMEA2520755																																																														
SAMEA2520756																																																														
SAMEA2520758																																																														
SAMEA2520759																																																														
SAMEA2520760																																																														
SAMEA2520766																																																														
SAMEA2520767																																																														
SAMEA2520772																																																														
SAMEA2520777																																																														
SAMEA2520780																																																														
SAMEA2520786																																																														
SAMEA2520787																																																														
SAMEA2520788																																																														
SAMEA2520794																																																														
SAMEA2520796																																																														
SAMEA2520798																																																														
SAMEA2520802																																																														
SAMEA2520803																																																														
SAMEA2520804																																																														
SAMEA2520806																																																														
SAMEA2520816																																																														
SAMEA2520819																																																														
SAMEA2520821																																																														
SAMEA2520824																																																														
SAMEA2520827																																																														
SAMEA2520837																																																														
SAMEA2520840																																																														
SAMEA2520841																																																														
SAMEA2520842																																																														
SAMEA2520845																																																														
SAMEA2520848																																																														
SAMEA2520849																																																														
SAMEA2520854																																																														
SAMEA2520856																																																														
SAMEA2520859																																																														
SAMEA2520861																																																														
SAMEA2520862																																																														
SAMEA2520866																																																														
SAMEA2520870																																																														
SAMEA2520874																																																														
SAMEA2520877																																																														
SAMEA2520878																																																														
SAMEA2520879																																																														
SAMEA2520883																																																														
SAMEA2520884																																																														
SAMEA2520890																																																														
SAMEA2520893																																																														
SAMEA2520895																																																														
SAMEA2520898																																																														
SAMEA2520899																																																														
SAMEA2520904																																																														
SAMEA2520908																																																														
SAMEA2520912																																																														
SAMEA2520913																																																														
SAMEA2520914																																																														
SAMEA2520915																																																														
SAMEA2520917																																																														
SAMEA2520927																																																														
SAMEA2520931																																																														
SAMEA2520932																																																														
SAMEA2520933																																																														
SAMEA2520937																																																														
SAMEA2520938																																																														
SAMEA2520941																																																														
SAMEA2520943																																																														
SAMEA2520944																																																														
SAMEA2520948																																																														
SAMEA2520959																																																														
SAMEA2520962																																																														
SAMEA2520963																																																														
SAMEA2520965																																																														
SAMEA2520971																																																														
SAMEA2520979																																																														
