sample_accession	strain	collection_date	isol_growth_condt	organism	env_broad_scale	BioSampleModel	samp_store_temp	samp_collect_device	env_local_scale	host_age_days	host_subject_id	isolate	ENA-FIRST-PUBLIC	cultivar	ENA-LAST-UPDATE	samp_vol_we_dna_ext	host	geo_loc_name	ecotype	env_medium	lat_lon	DNA extraction kit	INSDC secondary accession	control identifier	WRrepeats	sex	16S rRNA gene copies per ul	tissue	Read counts following bioinformatics	sample_type	NCBI submission package	BRrepeats	Read counts from sequencer	age	biomaterial_provider	isolation_source
SAMN25174511																																				
SAMN25180185																																				
SAMN25180176																																				
SAMN25180174																																				
SAMN25180173																																				
SAMN25180172																																				
SAMN25180143																																				
SAMN25180170																																				
SAMN25180169																																				
SAMN25180164																																				
SAMN25180162																																				
SAMN25180159																																				
SAMN25180155																																				
SAMN25180149																																				
SAMN25180150																																				
SAMN25180197																																				
SAMN25180196																																				
SAMN25180195																																				
SAMN25290411																																				
SAMN25290408																																				
SAMN25290405																																				
SAMN25290404																																				
SAMN25290401																																				
SAMN25290441																																				
SAMN25290376																																				
SAMN25290375																																				
SAMN25290373																																				
SAMN25290346																																				
SAMN25290371																																				
SAMN25290366																																				
SAMN25290364																																				
SAMN25290425																																				
SAMN25290423																																				
SAMN25290419																																				
SAMN25290417																																				
SAMN25290361																																				
SAMN25290359																																				
SAMN25290487																																				
SAMN25290483																																				
SAMN25290478																																				
SAMN25290396																																				
SAMN25290393																																				
SAMN25290390																																				
SAMN25290389																																				
SAMN25290388																																				
SAMN25290387																																				
SAMN25290386																																				
SAMN25290385																																				
SAMN25290383																																				
SAMN25290347																																				
SAMN25290471																																				
SAMN25290470																																				
SAMN25290469																																				
SAMN25290464																																				
SAMN25290458																																				
SAMN25290456																																				
SAMN25290454																																				
SAMN25290354																																				
SAMN25290451																																				
SAMN25290449																																				
SAMN25290447																																				
SAMN25290446																																				
SAMN25290353																																				
SAMN25345187																																				
SAMN25345182																																				
SAMN25345179																																				
SAMN25345097																																				
SAMN25345177																																				
SAMN25345176																																				
SAMN25345174																																				
SAMN25345169																																				
SAMN25345164																																				
SAMN25345142																																				
SAMN25345141																																				
SAMN25345140																																				
SAMN25345093																																				
SAMN25345137																																				
SAMN25345136																																				
SAMN25345135																																				
SAMN25345131																																				
SAMN25345130																																				
SAMN25345126																																				
SAMN25345123																																				
SAMN25345122																																				
SAMN25345121																																				
SAMN25345120																																				
SAMN25345117																																				
SAMN25345115																																				
SAMN25345112																																				
SAMN25345111																																				
SAMN25345107																																				
SAMN25345105																																				
SAMN25345103																																				
SAMN25345193																																				
SAMN25345089																																				
SAMN25345155																																				
SAMN25345154																																				
SAMN25345153																																				
SAMN25345149																																				
SAMN25345094																																				
SAMN25345147																																				
SAMN25345144																																				
SAMN25691154																																				
SAMN25691084																																				
SAMN25691144																																				
SAMN25691143																																				
SAMN25691142																																				
SAMN25691139																																				
SAMN25691138																																				
SAMN25691167																																				
SAMN25691086																																				
SAMN25691165																																				
SAMN25691162																																				
SAMN25691160																																				
SAMN25691159																																				
SAMN25691133																																				
SAMN25691128																																				
SAMN25691127																																				
SAMN25691126																																				
SAMN25691120																																				
SAMN25691119																																				
SAMN25691209																																				
SAMN25691201																																				
SAMN25691199																																				
SAMN25691198																																				
SAMN25691089																																				
SAMN25691097																																				
SAMN25691221																																				
SAMN25691219																																				
SAMN25691215																																				
SAMN25691189																																				
SAMN25691088																																				
SAMN25691185																																				
SAMN25691180																																				
SAMN25691177																																				
SAMN25691087																																				
SAMN25691117																																				
SAMN25691081																																				
SAMN25691116																																				
SAMN25691112																																				
SAMN25691111																																				
SAMN25691107																																				
SAMN25691102																																				
SAMN25695005																																				
SAMN25694931																																				
SAMN25694998																																				
SAMN25694997																																				
SAMN25694992																																				
SAMN25694989																																				
SAMN25695019																																				
SAMN25695010																																				
SAMN25695008																																				
SAMN25694969																																				
SAMN25694967																																				
SAMN25694966																																				
SAMN25694927																																				
SAMN25694962																																				
SAMN25694956																																				
SAMN25694955																																				
SAMN25694946																																				
SAMN25694945																																				
SAMN25694925																																				
SAMN25694940																																				
SAMN25694983																																				
SAMN25694929																																				
SAMN25694982																																				
SAMN25694981																																				
SAMN25694979																																				
SAMN25694978																																				
SAMN25694977																																				
SAMN25694924																																				
SAMN25694593																																				
SAMN25694591																																				
SAMN25694587																																				
SAMN25694521																																				
SAMN25694575																																				
SAMN25694573																																				
SAMN25694570																																				
SAMN25694565																																				
